	sentence	annotation
512	What was the result of the rejection of the Jay Treaty?	non_argument
513	Who is depicted holding the flag in the famous painting of Washington Crossing the Delaware?	non_argument
514	What dwindled and eventually died out, starting with the Hartford Convention?	non_argument
515	Is it true that he practiced law in fredericksburg?	non_argument
516	What did James Monroe make in 1817?	non_argument
517	Was Monroe anticlerical?	non_argument
518	Was Monroe appointed Minister to France from 1794 to 1796?	non_argument
519	What expired on March?	non_argument
520	Had Monroe racked up many debts during his years of public life ?	non_argument
521	Who dismantled partisan and sectional coalitions ?	non_argument
522	What happened in 1811?	non_argument
523	What happened in the election of 1816?	non_argument
524	Who died in childbirth in 1772?	non_argument
525	Who died in 1832?	non_argument
526	Is watt commemorated by statuary in George Square, Glasgow and Princes Street, Edinburgh?	non_argument
527	Was watt a gentleman, greatly respected by other prominent men of the Industrial Revolution?	non_argument
528	Was watt a fellow of the Royal Society of Edinburgh and the Royal Society of London?	non_argument
529	Four years after opening his shop , Watt began what?	non_argument
530	Was Watt ranked 22nd in Michael H. Hart 's list of the most influential figures in history ?	non_argument
531	Did John Adams represent the Continental Congress in Europe?	non_argument
532	Was Adams raised Congregationalist?	non_argument
533	Was Adams an opponent of the Stamp Act?	non_argument
534	When did Adams graduate from college?	non_argument
535	Who was on the committee with Adams to draft  a Declaration of Independence?	non_argument
536	What did Jefferson call John Adams?	non_argument
537	What was Adams' political party?	non_argument
538	Was Adams the first to introduce a bicameral legislature?	non_argument
539	Did John Adams get along with Alexander Hamilton?	non_argument
540	Did John Adams go to Harvard? 	non_argument
541	Did John Adams support the Stamp Act of 1765?	non_argument
542	Is Adams' birthplace part of a national park?	non_argument
543	When did John Adams serve as Vice President?	non_argument
544	With what party did Adams run for presidency?	non_argument
545	Where is Adams buried?	non_argument
546	Who were the midnight judges?	non_argument
547	In what ways was Adams opposed by Anderw Hamilton?	non_argument
548	What information did he record in his diary?	non_argument
549	Who was defeated for re-election in the`` Revolution of 1800'' by Thomas Jefferson?	non_argument
550	Who represented the Continental Congress in Europe?	non_argument
551	What is now part of Adams National Historical Park?	non_argument
552	Is it true that adams had spent some time as the ambassador?	non_argument
553	Is it true that massachuS08_setts sent him in 1774?	non_argument
554	Who did MassachuS08_setts send in 1774?	non_argument
555	"Are his last words often quoted as "" Thomas Jefferson survives "" . ?"	non_argument
556	The John Adams Library , housed at the Boston Public Library , contains what?	non_argument
557	Adams ' opponents were what?	non_argument
558	Did the election of 1800 not become a bitter and volatile battle , with each side expressing extraordinary fear of the other party and its policies ?	non_argument
559	What happened in 1764?	non_argument
560	Is a kangaroo a reptile?	non_argument
561	Is a kangaroo on the Australian coat of arms?	non_argument
562	"Was James Cook the first to record the name ""Kangooroo?"""	non_argument
563	What is a collective noun for kangaroos?	non_argument
564	Where do joeys complete postnatal development?	non_argument
565	"What do kangaroos use for ""crawl-walking?"""	non_argument
566	Why do kangaroos have a wide bite?	non_argument
567	What is responsible for converting the hydrogen byproduct of fermentation into acetate?	non_argument
568	Are wild kangaroos shot for meat?	non_argument
569	Have kangaroos fared well since European S08_settlement?	non_argument
570	Do kangaroos have many natural predators?	non_argument
571	What is the average life expectancy of a kangaroo?	non_argument
572	When did the first official report of kangaroo blindness take place?	non_argument
573	What are vehicles that frequent isolated roads often fitted with?	non_argument
574	Do kangaroos eat plants?	non_argument
575	What are some extinct predators of the kangaroo?	non_argument
576	Is a Kangaroo a Marsupial?	non_argument
577	Is the kangaroo an herbivour?	non_argument
578	Are Kangaroos Shy?	non_argument
579	What method of locomotion do Kangaroos Use?	non_argument
580	What is a collective noun for a kangaroo?	non_argument
581	What is a roo?	non_argument
582	What is used to protect a vehicale from a Kangaroo?	non_argument
583	What method is used by Kangaroos to travel?	non_argument
584	Who asked a nearby local what the creatures were called?	non_argument
585	What are four species that are commonly referred to as kangaroos?	non_argument
586	Are kangaroos and wallabies adept swimmers?	non_argument
587	Are kangaroos farmed to any extent?	non_argument
588	Who also discovered that less than three percent of kangaroos exposed to the virus developed blindness ?	non_argument
589	Different species of kangaroos eat what?	non_argument
590	Have Kangaroos dazzled by headlights or startled by engine noise been known to leap in front of cars ?	non_argument
591	Is a collision with a vehicle capable of killing a kangaroo ?	non_argument
592	Was the game of Marn grook played using a ball made from kangaroo by the Kurnai people ?	non_argument
593	Have kangaroos large , powerful hind legs , large feet adapted for leaping , a long muscular tail for balance , and a small head ?	non_argument
594	Is a kangaroo a marsupial from the family macropodidae -LRB- macropods , meaning (`` ` large foot ('' ' -RRB-?	non_argument
595	What kinds of changes have larger kangaroos adapted much better to?	non_argument
596	Have larger kangaroos adapted much better to changes?	non_argument
597	Is the leopard smaller than the other members of Panthera?	non_argument
598	Is a leopard larger and less lanky than a cheetah?	non_argument
599	Are large pythons potential prey for leopards?	non_argument
600	What may a leopard be mistaken for?	non_argument
601	What is a hybrid animal resulting from a union between a leopard and a puma?	non_argument
602	Where do leopards often hide their kills?	non_argument
603	How did early naturalists distinguish between leopards and panthers?	non_argument
604	What are dark leopards known as colloquially?	non_argument
605	What shape are a leopard's black roS08_settes in East Africa?	non_argument
606	Is the leopard an Old World mammal?	non_argument
607	Is the leopard of the Felidae family?	non_argument
608	Is the leopard one of the four 'big cats'?	non_argument
609	Where is the leopard distributed?	non_argument
610	How long is a leopard's tail?	non_argument
611	How much does a leopard weigh?	non_argument
612	Does a male leopard weigh more than a female leopard?	non_argument
613	What is the difference between leopards and cheetahs?	non_argument
614	How does the distribution size of the leopard compare to the distribution of other wild cats?	non_argument
615	What resembles that of the similarly-sized cougar in the Americas?	non_argument
616	What was one of the many species described in Linnaeus's 18th-century work, Systema Naturae?	non_argument
617	What sort of cats are solitary?	non_argument
618	Are leopards circular?	non_argument
619	Is the leopard solitary?	non_argument
620	What centred in Sierra?	non_argument
621	Felis pardus was what?	non_argument
622	Has the New Zealand Rugby League featured the Otahuhu Leopards and then the Tamaki Leopards ?	non_argument
623	Were the Leopard men a West African secret society who practised cannibalism ?	non_argument
624	Was the leopard tank a German designed tank which entered service in 1965 ?	non_argument
625	Is the black color heritable and caused by only one recessive gene locus ?	non_argument
626	Is the leopard -LRB- panthera pardus -RRB- an old world mammal of the felidae family and the smallest of the four (`` ` big cats ('' ' of the genus panthera , along with the tiger , lion , and jaguar?	non_argument
627	Can a panther be any of several species of large felid?	non_argument
628	Is the leopard an agile and graceful predator?	non_argument
629	Is Liechtenstein bordered by Switzerland?	non_argument
630	Is Liechtenstein the smallest German-speaking country in the world?	non_argument
631	Was Liechtenstein part of the ancient Roman province of Raetia?	non_argument
632	When was the first factory opened?	non_argument
633	How many municipalities is Liechtenstein divided into?	non_argument
634	What is the national currency of Liechtenstein?	non_argument
635	Has Leichtenstein worked to promote the county's image by prosecuting international money-laundering?	non_argument
636	What company administers Leichtenstein's railways?	non_argument
637	What percentage of Liechtenstein's population is foreign-born?	non_argument
638	Is there an airport in Liechtenstein?	non_argument
639	Is Liechtenstein heavily urbanized?	non_argument
640	Is Liechtenstein doubly landlocked?	non_argument
641	Does Liechtenstein have an army?	non_argument
642	When was Liechtenstein's current constitution adopted?	non_argument
643	What is the official language of Liechtenstein?	non_argument
644	What countries border Liechtenstein?	non_argument
645	What Roman province was Liechtenstein part of?	non_argument
646	How many municipalities are within Oberland?	non_argument
647	What is the smallest German-speaking country in the world?	non_argument
648	The Savings and Loans Bank was founded, as was the first cotton-weaving mill in what year?	non_argument
649	What enjoys one of the world's highest standards of living?	non_argument
650	Does the state court rule on the conformity of laws?	non_argument
651	What do most recognizable international company and largest employer have in common?	non_argument
652	Was Liechtenstein completed in November 2000?	non_argument
653	What completed in November?	non_argument
654	The State Court rules what?	non_argument
655	The Historical Society of the Principality of Liechtenstein plays what?	non_argument
656	Is the museum collection also the national art collection of Liechtenstein ?	non_argument
657	Is there a small heliport at Balzers in Liechtenstein available for charter helicopter flights ?	non_argument
658	Are nationals referred to by the plural : Liechtensteiners ?	non_argument
659	Is it a winter sports resort , although it is perhaps best known as a tax haven ?	non_argument
660	Is it a winter sports resort?	non_argument
661	Is it the smallest german-speaking country in the world?	non_argument
662	What happened in moravia , lower austria , silesia , and styria , though in all cases , these territories were held in fief under other more senior feudal lords?	non_argument
663	"Did Webster write, ""I can now sleep of nights""?"	non_argument
664	Was the arrival of Louis Kossuth (exiled leader of a failed Hungarian revolution) another issue that presented itself during Fillmore's presidency?	non_argument
665	Did he die at 11:10 p.m. on March 8, 1874, of the after-effects of a stroke?	non_argument
666	Who got Seward elected to the senate?	non_argument
667	Where was Commodore Matthew C. Perry sent to open Japan to Western trade?	non_argument
668	What is The Remarkable Millard Fillmore?	non_argument
669	Did Fillmore form a law partnership before or after he founded the private University of Buffalo?	non_argument
670	Did Fillmore run for President a second time?	non_argument
671	How long after the death of his first wife did Fillmore marry Caroline McIntosh?	non_argument
672	Was Millard Fillmore the thirteenth President of the United States?	non_argument
673	Was Millard Fillmore born on January 7, 1800?	non_argument
674	Did Millard Fillmore die on March 8, 1974?	non_argument
675	Where was Millard Fillmore born?	non_argument
676	To whom was Millard Fillmore born to?	non_argument
677	Who did Millard Fillmore fall in love with?	non_argument
678	What did Taylor and Fillmore disagree upon?	non_argument
679	How did Fillmore ascend to the presidency?	non_argument
680	How did the supporters of Henry Clay feel about Fillmore in 1848?	non_argument
681	Who was first apprenticed to a fuller to learn the cloth-making trade?	non_argument
682	He founded the private university of buffalo on what date?	non_argument
683	Who or what fell in love with abigail powers?	non_argument
684	Was Fillmore one of the founders of the University of Buffalo?	non_argument
685	Was Another primary objective of Fillmore to preserve the Union from the intensifying slavery debate?	non_argument
686	Was Fillmore the second Chancellor, a position he maintained while both Vice President and President?	non_argument
687	Is Fillmore the first of two presidents to have been an indentured servant ?	non_argument
688	Is the comic strip Mallard Fillmore named after the president ?	non_argument
689	Was Fillmore the first U.S. President born after the death of a former president ?	non_argument
690	Did Fillmore not turn down the honor , explaining that he had neither the `` literary nor scientific attainment '' to justify the degree ?	non_argument
691	What happened in a log cabin in summerhill , new york?	non_argument
692	Who was born precisely at midnight during an electrical storm , to a Serbian family in the village of Smiljan near GospiÄ , in the Lika region of the Croatian Krajina in Military Frontier ( part of the Austrian Empire ) , in the present-day Croatia . ?	non_argument
693	Are there at least two films describing Tesla 's life ?	non_argument
694	Have a number of live theatrical plays based on Tesla 's life been produced and staged worldwide ?	non_argument
695	Do sea otters have long muscular tails?	non_argument
696	Can otters survive in cold water?	non_argument
697	Does the giant otter inhabit South Africa?	non_argument
698	How many species of otter are there?	non_argument
699	What do river otters eat?	non_argument
700	How much do sea otters weigh?	non_argument
701	How do sea otters insulate themselves?	non_argument
702	Why are sea otters nearly extinct?	non_argument
703	What is one of the challenges of re-establishing a population of Eurasian otters in the UK?	non_argument
704	Is otter a kind of mammal?	non_argument
705	How many species and genera does otter have?	non_argument
706	Do otters live in water?	non_argument
707	Where do sea otters live?	non_argument
708	"Where does the word ""otter"" derive from?"	non_argument
709	Does otter give birth or lay egg?	non_argument
710	What drives sea otter almost to extinction?	non_argument
711	Why otters are considered as totem animals?	non_argument
712	Do sea otters live along the Pacific coast?	non_argument
713	Are otters totem animals?	non_argument
714	Are otters herbivores?	non_argument
715	What is the primary item in an otter's diet?	non_argument
716	What is an otter's den called?	non_argument
717	Why is the giant otter becoming increasingly rare?	non_argument
718	How do otters keep themselves warm without blubber?	non_argument
719	How are otters playful animals?	non_argument
720	What animals are related to otters?	non_argument
721	What traps a layer of air, and keeps them dry and warm under water?	non_argument
722	The collective noun romp is sometimes used for a group of what?	non_argument
723	Is it true that otters eat a variety of fish?	non_argument
724	Are otters playful animals?	non_argument
725	Are otters very active?	non_argument
726	Are male otters dog-otters?	non_argument
727	An otter 's den is what?	non_argument
728	Sea otters eat what?	non_argument
729	Is the myth of Otter 's Ransom the starting point of the Volsunga saga ?	non_argument
730	Are Male otters dog-otters , females are bitches and babies are cubs or pups ?	non_argument
731	Is an otter 's den called a holt ?	non_argument
732	Have most otters fish as the primary item in their diet , supplemented by frogs , crayfish and crabs ?	non_argument
733	Do penguins feed on krill?	non_argument
734	What is the largest living species of penguin?	non_argument
735	Do penguins live almost exclusively in the Southern Hemisphere?	non_argument
736	"What is ""tobogganing""?"	non_argument
737	Why are penguins countershaded?	non_argument
738	Are penguins afraid of humans?	non_argument
739	How much time to penguins spend on land?	non_argument
740	How many species of penguins are there?	non_argument
741	How are Isabelline penguins different from most penguins?	non_argument
742	Are penguins birds?	non_argument
743	Do penguins have a better than average sense of hearing for birds?	non_argument
744	"Are penguins considered ""higher waterbirds""?"	non_argument
745	What order do penguins belong to?	non_argument
746	How tall were the tallest prehistoric penguins?	non_argument
747	What makes penguins so agile in the water?	non_argument
748	"Why do penguins ""tobaggan""?"	non_argument
749	Who spend half of their life on land and half in the oceans?	non_argument
750	What is also the distance that Antarctic tourists are told to keep from penguins?	non_argument
751	What have become flippers, useless for flight in the air?	non_argument
752	What happens when mothers lose a chick?	non_argument
753	Is it true that each penguin gets a turn in the center?	non_argument
754	Are all penguins countershaded?	non_argument
755	Are penguins astonishingly agile?	non_argument
756	Are penguins at risk?	non_argument
757	Is it also possible that penguin comes from the Latin pinguis , fat ?	non_argument
758	Have penguins an average sense of hearing for birds ?	non_argument
759	Can larger penguins dive deep in case of need ?	non_argument
760	Is the smallest penguin species the Little Blue Penguin -LRB- also known as the Fairy Penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2.2 lb -RRB- ?	non_argument
761	Is it not even known whether the gigantic palaeeudyptines constitute a monophyletic lineage , or whether gigantism was evolved independently in a much restricted Palaeeudyptinae and the Anthropornithinae ?	non_argument
762	Is the largest living species the emperor penguin -LRB- aptenodytes forsteri -RRB-?	non_argument
763	Is the smallest penguin species the little blue penguin -LRB- also known as the fairy penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2?	non_argument
764	What happened in a region not quite 2000 km south of the equator 35 mya?	non_argument
765	What is the last word on the page?	non_argument
766	Is polar bear a mammal?	non_argument
767	Is polar bear a carnivore?	non_argument
768	What is largest polar bear on record?	non_argument
769	What is polar bear's skin color?	non_argument
770	How long is polar bear's guard hair?	non_argument
771	What is cause of polar bear's skin diseases?	non_argument
772	Why polar bear is a special species?	non_argument
773	What do fossil and DNA evidence tell us?	non_argument
774	Does a polar bear live in the Arctic?	non_argument
775	Is a polar bear white in color?	non_argument
776	Is a polar bear at high risk of extinction?	non_argument
777	How heavy is a male polar bear?	non_argument
778	How heavy was the largest polar bear on record?	non_argument
779	What does a polar bear's fur provide?	non_argument
780	Do female polar bears weight more than the male?	non_argument
781	How much weight do female polar bears gain during pregnancy?	non_argument
782	Can polar bears be seen under infrared photography?	non_argument
783	What is actually black in color?	non_argument
784	What insulate it against the cold?	non_argument
785	What includes a lengthy justification of why this species is listed as vulnerable?	non_argument
786	What do with greenpeace and the natural resources defense council have in common?	non_argument
787	Are studies insufficient evidence for global protection?	non_argument
788	Are polar bears excellent swimmers?	non_argument
789	A semi-aquatic marine mammal , the polar bear has what?	non_argument
790	Garbage is what?	non_argument
791	The bears sometimes what?	non_argument
792	Is the Polar Bear the mascot of Bowdoin college ?	non_argument
793	Have thumbpolar bears been made both controversial and famous for their distinctive white fur and their habitat ?	non_argument
794	Did Mitchell Taylor , the Nunavut Government Manager of Wildlife Research , not write a letter to the U.S. Fish and Wildlife Service arguing that local studies are insufficient evidence for global protection at this time ?	non_argument
795	Are Cubs born in December without awakening the mother ?	non_argument
796	Does Qatar rank as the eighth richest country in the world per capita?	non_argument
797	Do nearly all Qataris profess Islam?	non_argument
798	Can women legally drive in Qatar?	non_argument
799	When did Qatar become an independent state?	non_argument
800	Where is Qatar's telecommunication system centered?	non_argument
801	Where did a suicide-bombing kill a teacher in 2005?	non_argument
802	Does the native pronunciation of Qatar sound like 'cutter'?	non_argument
803	What is the Arabic word for municipalities?	non_argument
804	What universities are in Education City?	non_argument
805	What carried with it a tacit recognition of Qatar's status as distinct from Bahrain?	non_argument
806	Qatar became an independent sovereign state in what year?	non_argument
807	What consists of a low, barren plain, covered with sand?	non_argument
808	How do qatar and the wider region relate?	non_argument
809	Was Qatar University founded in 1973?	non_argument
810	Is Qatar bordered by Saudi Arabia to the south?	non_argument
811	What bordered by Saudi?	non_argument
812	Who served as the headquarters and one of the main launching sites of the US invasion of Iraq in 2003 ?	non_argument
813	Has Qatar a modern Telecommunication system centered in Doha ?	non_argument
814	Was Qatar University founded in 1973 ?	non_argument
815	Did the Qataris not choose as their negotiator the respected entrepreneur and long-time resident of Doha , Muhammed bin Thani ?	non_argument
816	Will oil and gas probably remain the backbone of Qatar 's economy for some time to come ?	non_argument
817	Has it been created with a long term perspective to support the development of Qatar and the wider region , develop local and regional markets , and strengthen the links between the energy based economies and global financial markets ?	non_argument
818	What happened in these positions in english?	non_argument
819	Can these allophones not occur in these positions in english?	non_argument
820	Is -RRB- , officially the state of qatar -LRB- arabic (: : transliterated as dawlat qatar -RRB- , an arab emirate in southwest asia?	non_argument
821	Does Romania border Hungary?	non_argument
822	Is Romania a secular state?	non_argument
823	Is the president elected by popular vote?	non_argument
824	How many counties is Romania divided into?	non_argument
825	What is the highest mountain in Romania?	non_argument
826	What is the official language of Romania?	non_argument
827	Is the Romanian economy doing well?	non_argument
828	Are there many Roma in Romania?	non_argument
829	How many territories joined to form Romania?	non_argument
830	Does Romania share a border with Ukraine?	non_argument
831	Did Romania declare neutrality during World War I?	non_argument
832	Does Romania share the same language with Moldova?	non_argument
833	"Who was the first gymnast to score a perfect ""ten""?"	non_argument
834	What is the largest city in Romania?	non_argument
835	What is the largest ethnic minority in Romania?	non_argument
836	How many countries in Europe are bigger than Romania?  	non_argument
837	Why doesn't Romania have a state religion?  	non_argument
838	Why wasn't Romania neutral during World War II?	non_argument
839	Sibiu, a large city in Transylvania, was chosen as European Capital of Culture in what year?	non_argument
840	What are approximately 42,000 years old and have been nicknamed`` John of Anina''?	non_argument
841	Is it true that romania has a population of 21,698,181?	non_argument
842	What do economy and law have in common?	non_argument
843	What did Tourism in Romania attract in 2005?	non_argument
844	Is Romania a semi-presidential unitary state?	non_argument
845	Is Romania a semi-presidential democratic republic where executive functions are shared between the president and the prime minister ?	non_argument
846	Was Gellu Naum the leader of the surrealist movement in Romania ?	non_argument
847	Was the Bucharest Metro only opened in 1979 ?	non_argument
848	Is romania -LRB- , -RRB- a country in southeastern europe?	non_argument
849	Is romania a semi-presidential unitary state?	non_argument
850	Do singaporeans enjoy squid?	non_argument
851	Did Singapore's standard of living decrease since independence?	non_argument
852	Did the media contribute 15.6% to Singapore's GDP in 2001?	non_argument
853	How many people use the bus network daily?	non_argument
854	Where did Orang Laut people live?	non_argument
855	What is the MRT?	non_argument
856	How is Singapore's climate characterized?	non_argument
857	How much increase in the media's contribution to GDP is the government seeking?	non_argument
858	How many days did it take the Imperial Japanese Army to win the Battle of Singapore?	non_argument
859	Is Singapore located at the southern tip of the Korean Penisula?	non_argument
860	Is Singapore a city-state?	non_argument
861	Has Sang Nila Utama visited Singapore?	non_argument
862	"What does ""singa"" mean?"	non_argument
863	When is the first record of S08_settlement in Singapore?	non_argument
864	Which nation invaded Singapore during World War II?	non_argument
865	"Why Churchill called the occupation of Singapor by Janpan during WWII ""Britain's greatest defeat""?"	non_argument
866	Was Lee Kuan Yew a successful leader of Singapore?	non_argument
867	When did Goh Chok Tong succeed Lee as Prime Minister?	non_argument
868	What is the primary domestic source of water supply?	non_argument
869	What is the national language of Singapore?	non_argument
870	Where is the National Orchid Garden?	non_argument
871	Why are relations with Malaysia and Indonesia important?	non_argument
872	What is the most densely populated independent country in the world?	non_argument
873	Who did Sir Thomas Stamford Raffles work for?	non_argument
874	When was Lee Kuan Yew prime minister of Singapore?	non_argument
875	What is the punishment for first-degree murder?	non_argument
876	What established a trading post on the island in 1819?	non_argument
877	What used Singapore as a strategic trading post along the spice route?	non_argument
878	What became one of the most important commercial and military centres of the British Empire?	non_argument
879	Who boasted a sizeable community of 100,000 by 1869?	non_argument
880	How do reservoirs and water relate?	non_argument
881	Is it true that singapore has several long - standing disputes with malaysia?	non_argument
882	Has Singapore Changi Airport a network of 81 airlines connecting Singapore to 185 cities in 58 countries ?	non_argument
883	Has Singapore a network of reservoirs and water catchment areas ?	non_argument
884	Has Urbanization eliminated many areas of former primary rainforest , with the only remaining area of primary rainforest being Bukit Timah Nature Reserve ?	non_argument
885	Does the economy not depend heavily on exports refining imported goods , especially in manufacturing ?	non_argument
886	Is singapore -LRB- ; (: ; , -RRB- , officially the republic of singapore -LRB- ; (: ; , -RRB- , an island nation located at the southern tip of the malay peninsula?	non_argument
887	Is singapore the 17th wealthiest country in the world in terms of gdp per capita?	non_argument
888	Was Thedore Roosevelt  a member of the Republican Party?	non_argument
889	Does Theodore Roosevelt have a brother?	non_argument
890	Did Theodore Roosevelt go to Harvard?	non_argument
891	Where was Theodore Roosevelt born?	non_argument
892	What did Roosevelt do to improve his physical condition?	non_argument
893	Why did Roosevelt start Boxing lessons?	non_argument
894	What was the nickname of Theodore Roosevelt's sister Anna?	non_argument
895	What was Roosevelt's justification for supporting desegregation of schools in New York?	non_argument
896	How did newspapers respond to Roosevelt inviting Brooker T. Washington to dinner at the White House?	non_argument
897	Did Theodore Roosevelt study Judo?	non_argument
898	Did Roosevelt receive a Medal of Honor?	non_argument
899	Did Roosevelt study biology?	non_argument
900	Where was Theodore Roosevelt from?	non_argument
901	Who was Roosevelt's presidential hero?	non_argument
902	When did Roosevelt die?	non_argument
903	Who helped to fund Roosevelt's African safari?	non_argument
904	Did Roosevelt support racial integration in schools?	non_argument
905	Was Roosevelt's family rich?	non_argument
906	Are turtles ectothermic?	non_argument
907	Does the mother care for the young?	non_argument
908	Are turtles pets?	non_argument
909	What shape are the eggs of the larest species of turtle?	non_argument
910	How often do turtles breed?	non_argument
911	What do all turtles and tortoises breathe?	non_argument
912	How do turtles reproduce?	non_argument
913	What has been discovered about turtles organs?	non_argument
914	What suborder of turtle draws its head into its shell?	non_argument
915	Do sea turtles lay eggs on dry sandy beaches?	non_argument
916	Are Pleurodira known as side-necked turtles?	non_argument
917	Are turtles a part of the Flying Spaghetti Monster?	non_argument
918	How many suborders are turtles divided into?	non_argument
919	Name a turtle popularly kept as a pet.	non_argument
920	Name four related articles for the article on turtles.	non_argument
921	If a turtle egg was kept warm, what would likely hatch?	non_argument
922	What do turles use to breathe in the water?	non_argument
923	Why are side-necked turtles called side-necked turtles?	non_argument
924	Do turtles lay eggs underwater?	non_argument
925	Are turtle eggs leathery and soft?	non_argument
926	Are turtles being examined for longevity genes?	non_argument
927	What suborder of turtles is extinct?	non_argument
928	What do turtle eggs preared to eat consist mainly of?	non_argument
929	Where do sea turtles lay their eggs?	non_argument
930	What is the smallest suborder of turtles?	non_argument
931	What are turtle eggs covered in when they incubate?	non_argument
932	What type of creatures breathe air and don't lay eggs underwater?	non_argument
933	What are deposited in holes dug into mud or sand?	non_argument
934	What sort of turtles are ectothermic?	non_argument
935	Are the largest turtles aquatic?	non_argument
936	Is aquatic respiration in Australian freshwater turtles being studied?	non_argument
937	These projections , called papillae , have what?	non_argument
938	The eggs of the largest species are what?	non_argument
939	Has this inspired genetic researchers to begin examining the turtle genome for longevity genes ?	non_argument
940	Can turtles take many years to reach breeding age ?	non_argument
941	Are Immature sea turtles not cared for by the adults ?	non_argument
942	Are the Pleurodira sometimes known as the side-necked turtles , a reference to the way they withdraw their heads into their shells ?	non_argument
943	Does the Order Testudines not include both extant -LRB- living -RRB- and extinct species , the earliest known turtles being from around 215 million years ago ?	non_argument
944	Was Ulysses Grant a general in the American Civil War?	non_argument
945	Was Grant's father-in-law a Democrat?	non_argument
946	Did Ulysses win the Battle of Champion Hill?	non_argument
947	Who was Grant's brother in law?	non_argument
948	Where was Grant born?	non_argument
949	What was Grant's political affiliation?	non_argument
950	"Why did Grant say ""Damn, I had nothing to do with this batte.""?"	non_argument
951	Did Horace Greenley lose in the presidential elections of 1872?	non_argument
952	Why did Grant think that war was unjust?	non_argument
953	Who achieved international fame as the leading Union general in the American Civil War?	non_argument
954	Grant was elected president as a Republican in what year?	non_argument
955	Who took a hard line that reduced violence by groups like the Ku Klux Klan?	non_argument
956	When did he vote for democrat james buchanan?	non_argument
957	Who did President Lincoln promote of major general in the regular army, effective July 4?	non_argument
958	Was Grant elected president as a Republican?	non_argument
959	What was from Pennsylvania?	non_argument
960	Was it a two-sentence description that completely caught the essence of Ulysses S. Grant ?	non_argument
961	Was Grant 's favorite brand of bourbon whiskey Old Crow ?	non_argument
962	Had he smoked only sporadically ?	non_argument
963	Did Grant & Perkins not sell harnesses , saddles , and other leather goods and purchase hides from farmers in the prosperous Galena area ?	non_argument
964	Is the famous dragon gate at the entrance to the district at the corner of Grant and Bush Street ?	non_argument
965	What happened in 1865?	non_argument
966	What happened in recent years?	non_argument
967	Is Uruguay located in the northwesten part of Africa?	non_argument
968	Is Uruguay's capital Montevideo?	non_argument
969	Does Uruguay have cold summers?	non_argument
970	Who founded Montevideo?	non_argument
971	Where is Uruguay's oldest church?	non_argument
972	Who heavily influenced the architecture and culture of Montevideo?	non_argument
973	What are poor neighborhoods called informally?	non_argument
974	Is uruguay's landscape mountainous?	non_argument
975	What religion do most Uruguayans profess?	non_argument
976	Is Uruguay located in South America?	non_argument
977	Can citizens propose changes to the Constitution?	non_argument
978	Did Uruguay host the first ever World Cup?	non_argument
979	How many square kilometres of continental land is Uruguay?	non_argument
980	How much of the population is of white European descent?	non_argument
981	Why was the capital of Uruguay founded?	non_argument
982	How many times has Uruguay won the World Cup?	non_argument
983	How much is the average income of an African woman compared to a European man?	non_argument
984	Does Uruguay recognize same-sex civil unions?	non_argument
985	Does Uruguay border French Guiana?	non_argument
986	Is Uruguay's warmest month June?	non_argument
987	What does a citizen use to propose changes to the Constitution?	non_argument
988	What religions are found in Uruguay?	non_argument
989	What has Uruguay done to be competitive in agriculture?	non_argument
990	What are the names of Uruguay's political parties?	non_argument
991	Is Uruguay the smallest soverign nation in South America?	non_argument
992	What was founded by the Spanish in the early 18th century as a military stronghold?	non_argument
993	What has many possible meanings?	non_argument
994	How do india and latin america relate?	non_argument
995	What did Uruguay win in 1828?	non_argument
996	Is Uruguay very common?	non_argument
997	Is The climate in Uruguay temperate?	non_argument
998	Is the main sport in Uruguay football ?	non_argument
999	Is Uruguay 's oldest church in San Carlos , Maldonado ?	non_argument
1000	Is Uruguay a member of the Cairns Group of exporters of agricultural products ?	non_argument
1001	Is it widely considered the most secular nation in Latin America ?	non_argument
1002	Is it the second smallest independent country in south america , larger only than suriname and the french overseas department of french guiana?	non_argument
1003	Is it a constitutional democracy , where the president fulfills the roles of both head of state and head of government?	non_argument
1004	Was Woodrow Wilson the thirtieth President of the United States?	non_argument
1005	Did Woodrow Wilson create the League of Nations?	non_argument
1006	Did the U.S. join the League of Nations?	non_argument
1007	Where was the League of Nations created?	non_argument
1008	When was Woodrow Wilson born?	non_argument
1009	Who was President when Wilson finished Congressional Government?	non_argument
1010	What field did Woodrow Wilson leave law practice to study?	non_argument
1011	What caused Wilson to ask Congress to declare war on the Central Powers?	non_argument
1012	What was more damaging than moving students into colleges?	non_argument
1013	Was Wilson a member of the Phi Kappa Psi fraternity?	non_argument
1014	Was Wilson an automobile enthusiast?	non_argument
1015	Did Wilson's father own slaves?	non_argument
1016	Where is Wilson buried?	non_argument
1017	Where did Wilson attend law school?	non_argument
1018	Where was Woodrow Wilson born?	non_argument
1019	Did Wilson support desegregation?	non_argument
1020	Did Wilson support the committee system?	non_argument
1021	Did Wilson have any siblings?	non_argument
1022	What was Scots-Irish and Scottish?	non_argument
1023	What defended slavery, owned slaves and S08_set up a Sunday school for them?	non_argument
1024	Who did Wilson win in 1917?	non_argument
