	sentence	annotation
3045	process researching testing producing drugs masses costs substantial amount money	argument
3046	without prevention criminal details unlawful behavior severe social harmony broken	argument
3047	need know learn theoritical basis future job	argument
3048	advanced strong leading female characters like internationally known restaurants skyscrapers museums	non_argument
3049	function quality commodities really promotion good feeling possessing product	argument
3050	lived cold seeps social media sites	non_argument
3051	neonatology unit buildings include grand banks flanks	non_argument
3052	logic programming eastern europe asia california twelve dioceses	non_argument
3053	smallest highestpitched member violin family string instruments also includes viola cello	non_argument
3054	java bali use xylophones	non_argument
3055	negotiations crews inside terminal two lane bike track runs	non_argument
3056	product also satisfy needs consumers	argument
3057	many institutions staircases replaced lifts days	argument
3058	behaviors made partners opponents find individual dignity	argument
3059	car use definitely decrease twenty years	argument
3060	feel tired frustrated long hour work	argument
3061	advertising entirely decisive personal eating habit	argument
3062	currently use seaport seattle colleges district system comprising north central south	non_argument
3063	child watches frightening movie	argument
3064	canadian advertising department brazils international relations associated	non_argument
3065	learning several subjects universities better specialize one subject	argument
3066	professor means researcher expert specific science subject	argument
3067	linguists often view chinese language family	non_argument
3068	physiological also notable anchorage opera currently worlds largest	non_argument
3069	ease traffic jam also protect atmosphere	argument
3070	thanks modern technology invented recently human life improved dramatically	argument
3071	charlesaugustin coulomb spanish biologist	non_argument
3072	appear african federations institutions	non_argument
3073	curiosity drive learn comprehend	argument
3074	luxembourg china make people feel less lonely unless	non_argument
3075	species extinction quite natural according theory evolution	argument
3076	worked new company guy good manners treating everyone well new colleagues accept even approved employers	argument
3077	funding arts beneficial local cultural economic development	argument
3078	practise measure return investment social network leading	non_argument
3079	power locally césar pellis patricio pouchulus futurist creations graced cities	non_argument
3080	palestinian languages number fifty sovereign states humans	non_argument
3081	los teisserenc borte based uniform vehicle code	non_argument
3082	past people might pen friends countries thanks social networking websites people easily find someone similar interests	argument
3083	locals media enable enjoy rapidly improving economies	non_argument
3084	carefully organize process achieving targets continue evaluate progress reach final goal	argument
3085	gps set premature deaths whites countries since	non_argument
3086	artists know boundaries well surely want names tarnished unscrupulous acts	argument
3087	continents meaning ashley presented bill declaring bahamas side	non_argument
3088	research asistant university univesity professor good human relationships asistans enjoy talk situation although ask field	argument
3089	teachers may give high grades get higher salary	argument
3090	travel work city moscow	non_argument
3091	many people estimated live nairobi	non_argument
3092	government wants control crime community important manage peoples actions rather gun used violent crimes	argument
3093	control businesses permitted everything want threaten beings life human animals plants	argument
3094	spent time practicing playing piano piano competition defeating spending less time practicing	argument
3095	counteracting illunderstood cricks study clouds stage statement	non_argument
3096	many years ago became third family occupy physics chair musum national dhistoire naturelle	non_argument
3097	people experienced lots difficulties calmer troubles	argument
3098	passion jobs opinion bring actual happiness help get promoted working earn even money later	argument
3099	higher income basis happier healthier life	argument
3100	many schools preparation socalled stars various advertisements famous people may mislead fact profession highly required easy reachable	argument
3101	applying technological science preparation medications also plays significant role saving number patients lives	argument
3102	egyptian regional slang—permeating vernacular architecture natural financial innovations	non_argument
3103	making life complicated tired	argument
3104	large idiots henry goddard put binetsimon scale renamed	non_argument
3105	working home many disadvantages doubt lower efficiency works	argument
3106	articles usually concentrate national international travel services	non_argument
3107	enceladus individuals subject	non_argument
3108	inland fisher downtowns franklin street near south side areas	non_argument
3109	excited population due ground mechanism little	non_argument
3110	zoos afford platform education teenagers helping establish ecofriendly behavior towards animals	argument
3111	build new building following prerequisites land sold government via formal procedures reliable construction company tremendous amount labor	argument
3112	people sometimes things enjoy	argument
3113	father surface transportation link throughout years orientation rather	non_argument
3114	english ghanas official language	non_argument
3115	universities offer indigenous american sign language lsq spoken namibia	non_argument
3116	cause pollution make earth warmer	argument
3117	students study specialized knowledge along politian status may open vision toward nation get limited textbooks	argument
3118	olympic beijing chinese tried thier best bring world spectacular image country	argument
3119	avoid sluggish person higher probability fulfilling dream successfully	argument
3120	must consider academic record student main criteria admission	argument
3121	children judged things say much adults freedom express important developing colorful imagination	argument
3122	close friend department university	argument
3123	college always chosen presenter group report	argument
3124	vote manhattan new york city department defense made	non_argument
3125	impressions person easily get acquired others blended community surrounded soon possible	argument
3126	smoke health risks active one	argument
3127	communication countries cultures become convenient	argument
3128	waters total provision free obvious errors	non_argument
3129	happened french	non_argument
3130	mistake forgettable friendship	argument
3131	japan overall healthiest state according social ties	non_argument
3132	uyuni jesuit tuxen participated traditional communities napoleonic wars	non_argument
3133	guitars divided two broad categories	non_argument
3134	analized without supporting data percent	non_argument
3135	countries specializations mammalian kidneys shown desertinhabiting species many examples	non_argument
3136	improve quality universities students thus placing people positions suit	argument
3137	type learning method fun eventually results good	argument
3138	world suspected north korea aggressive action	argument
3139	number measures taken address concerns	argument
3140	one give	argument
3141	classroom many equipment demonstrate real example	argument
3142	size copy price telephone conversation	non_argument
3143	family formed woman housewife role looks home takes care children man brings money home seen anymore todays society	argument
3144	crucial keep one’s identity	argument
3145	human moderation cohan help two men worked	non_argument
3146	temporarily targets set regard limitations pollutants certain period time example season	argument
3147	factories equipped new highlyproductive system replaced old handmade products exchange letters among friends hard seen emails social network instead new video games superseded oldphysical ones	argument
3148	xylophone precursor vibraphone	non_argument
3149	paracetamol small fraction system also	non_argument
3150	nowadays people take advantage internet email free send emails everyone time besides sure emails delivered	argument
3151	contend good television programs teach students	argument
3152	edge von strahlenberg latter cause concern	non_argument
3153	water–ammonia forgotten classical greek drama poetry much authors	non_argument
3154	many remarkable achievements technology fields numbers beneficial effects whole society individuals	argument
3155	well known clinically proven smoking extremely hazardous smoker others exposed fume period time	argument
3156	pupil want study science also like learn music	argument
3157	sacrificing senior members save young workers poses several negative influences	argument
3158	onsite restaurant descent free sovereign courts main conduit	non_argument
3159	many james watts children live adulthood	non_argument
3160	mineralextraction operation mons mars france	non_argument
3161	house music interpreted utterance also modifies context	non_argument
3162	insufficient increase petrol price solve problems	argument
3163	nations internet home area network made ocean floor	non_argument
3164	gas neuroscientists investigate structure interactions surface ice	non_argument
3165	people woking art painting industries example find quite difficult live comfortably enjoyably	argument
3166	luckier	argument
3167	always leave school time everybody rushes roads hastily goes home	argument
3168	participating opportunities use theories textbooks real life experiments	argument
3169	saint mark read later surfacebased observer cloud fields usually visible	non_argument
3170	public internet used census records study small economically	non_argument
3171	representing organizing construction large investments road infrastructure given insight	non_argument
3172	prevent person progress thrive every position	argument
3173	satellites spot lost civilizations unlikely places science american association	non_argument
3174	information power	argument
3175	advertising main cause unhealthy eating habits	argument
3176	ciao door makes difference probability spaces reveal	non_argument
3177	became chief engineer department bridges highways year	non_argument
3178	functions terrain based number unlinked public transportation	non_argument
3179	possible deepest point area sailing	non_argument
3180	used car drive end country worked week came home weekend	argument
3181	cctvs must put workplace crime rates minimized	argument
3182	society educated became aware health issues potential precautions way illnesses taken instead trying provide treatment increasing number patients	argument
3183	friends treasure respect either daylife career	argument
3184	describe communication scatterometer datathe atlantic ocean older definitions extend	non_argument
3185	many diet consisting meat fish potatoes	non_argument
3186	due globalization many people traveling professional trips	argument
3187	age second attitude communication relying workings	non_argument
3188	renowned art sector danish companies instances domestication	non_argument
3189	government also pay salary excessive officials result insufficient investments crucial public sectors education health care	argument
3190	attending classes university required students anymore	argument
3191	development news media making great inroads lives people	argument
3192	laboratory physics chemistry bad condition	argument
3193	animal attracts humor silliness	non_argument
3194	days infrastructure east north carolina maine plus island	non_argument
3195	advantages relatively greater opposite	argument
3196	important responsibility media publish information current affairs quickly possible specially crisis	argument
3197	giving chance students choose interested fields study merit	argument
3198	technology also makes teaching simpler	argument
3199	sources exist problem style practice become advanced	non_argument
3200	forced alfonsín alltime leading goalscorer first moments	non_argument
3201	huge sums modern artists receives related struggle field art term struggle might different field job	argument
3202	strongly agree age set criterion people retire aforementioned age	argument
3203	arabia geologists missiles nuclear warheads involve formal modernday equivalent simply meaning	non_argument
3204	none ever felt way	argument
3205	uruguay located northwesten part africa	non_argument
3206	privatised many michelin stars pacific	non_argument
3207	popular sports events help reduce international tensions remarkably promote national prides safely	argument
3208	young came home school took bike soccer ball play friends neighborhood	argument
3209	stronger bonds family members friends	argument
3210	crust varies regression structural equation modeling hierarchical linear modeling measurement	non_argument
3211	everyone around speaks foreign language improve communicate people	argument
3212	inches turn many social media provides breadth	non_argument
3213	particular prominence based starting austrian medical doctors called psychiatrists	non_argument
3214	summer body stronger endurance better	argument
3215	living one place like hometown make feel comfortable traffic people course environment	argument
3216	sea otters long muscular tails	non_argument
3217	qatar became independent sovereign state year	non_argument
3218	latest studies shown renewable resources energy problematic well likely pose longterm environmental hazards	argument
3219	phases bring individual rooms twocounty peninsula crust	non_argument
3220	people natural talents also likely excel life	argument
3221	cool hero characters movie smokes yet lot people like people idolize may also begin smoke although don’t prefer	argument
3222	mncs mainly focusing team work person competitive mind difficulty managing situation team	argument
3223	things advertised best ones result confusing users picking suitable goods	argument
3224	inspired second law europe traffic consist three	non_argument
3225	quite easy nutritious meal guaranteed quality waste lot time	argument
3226	nowadays humans need farmland housing industry	argument
3227	almost sternberg directed blue angel first time since merovingian	non_argument
3228	unchecked reckless uses local raw materials may happen put strain natural resources	argument
3229	former foreign minister nabil elaraby arab spring protests todays	non_argument
3230	undergo pain misery	argument
3231	military led levels seattle pushed back	non_argument
3232	crimes seem increase due capital punishment	argument
3233	also discovered less three percent kangaroos exposed virus developed blindness	non_argument
3234	people desperate need international support	argument
3235	value peoples hard work take everything granted	argument
3236	become chief engineer department bridges highways	non_argument
3237	function expression hadalpelagic zone ongoing cycle constantly developing	non_argument
3238	roughly coincides emphasised surrender nature fascination human tongue domestic	non_argument
3239	experiment conducted beijing university asked two groups people discuss budget activity	argument
3240	rather necessary governments establish intensive law prevents teenagers watching violent brutal shows movies	argument
3241	championship population considerably expressive based criteria	non_argument
3242	debate march though government officials continued	non_argument
3243	accuse drivers causing accidents	argument
3244	social problems may impair quality life community	argument
3245	military spending work since term generally refers	non_argument
3246	inventions experiments based many unfortunate observations	argument
3247	destroy natural habitat like forests jungles lakes make place industry farmland rob ecosystem	argument
3248	primarily whites kilometres acres cultivated japans small agricultural sector however also	non_argument
3249	fifty percent korean vocabulary chinese origin	non_argument
3250	spaulding square military veterans low rate entire	non_argument
3251	animals friendly vital people	argument
3252	seems easy increase petrol price instantly	argument
3253	tourism increasingly create harms natural habitats destination appeals	argument
3254	years inductive classing objects visible	non_argument
3255	france largest economy south america including armored transports	non_argument
3256	free whatever want without confine punishment also free lot time hands try experience new things enjoy	argument
3257	teachers paid testing result students get	argument
3258	government invest medical care education rather entertaining sports facilities	argument
3259	taiwan political structures playing greater likelihood sport million deaths	non_argument
3260	coworkers need trust	argument
3261	learn new points failure become experienced	argument
3262	technology may make peoples life complicated	argument
3263	celsius crater moon named	non_argument
3264	students asked evaluate teachers	argument
3265	introduce new products provide various choices mention often visually enjoyable	argument
3266	different unique better way achieve success	argument
3267	country tampa using similar methods practical issues used	non_argument
3268	instead afraid panic may calmer unfortunately committing normal diseases allergy illness seasonal changes	argument
3269	oxygen famous saying luck favours prepared mind psychologists	non_argument
3270	smoking restaurants absolutely disturb people enjoying meals	argument
3271	funds advisors flooding building levees straightening channels	non_argument
3272	making quick decisions leads probable bad results	argument
3273	coup howards cumulostratus objective clash” alan hirsch founder	non_argument
3274	exposing past records criminal give room think rationally finally put pieces together order produce meaningful decision	argument
3275	balance personal professional life created restricting maximum number working hours	argument
3276	electoral college remains found england culture	non_argument
3277	introduced several long tons short tons	non_argument
3278	cited new ways program robots computer lead predictions	non_argument
3279	organizer frank countries share registered address space time along	non_argument
3280	must help animals live safely comfortably environment	argument
3281	conducted chicagos murder rate denmark ranks amongst	non_argument
3282	university students grown	argument
3283	river otters eat	non_argument
3284	highincome africa mainly trade routes presence complex jaws	non_argument
3285	date europes animals includes gender history social history birthplace	non_argument
3286	people afford pay tuition benefit scholarship financial aids funds	argument
3287	vietnam became champion seagames first time festival atmosphere permeated streets	argument
3288	lincoln issue emancipation proclamation	non_argument
3289	language patient davilaross allcock thomas bard	non_argument
3290	baby know thing around learn everything parents	argument
3291	galaxies sand seas resort island andros island provinces	non_argument
3292	approaches scientific district consists three stages primary education secondary	non_argument
3293	vegetation plays something offer rail service commencing however despite also facing	non_argument
3294	goes criticisms psychiatry medical information former migrate	non_argument
3295	mikoshi users via directory function elevation	non_argument
3296	get home midnight still need answer questions solve routine problems	argument
3297	conserve parker chief judge continental slope	non_argument
3298	people small town happiness friendship less illness stress	argument
3299	loriidae news favourable sikh hindu buddhist temples	non_argument
3300	static concept communicate coordinate different behavioral patterns personal ornaments	non_argument
3301	ertholmene denoting problem behavioral modernity linked	non_argument
3302	people black skin fat frown nonetheless might great person leaving colleague	argument
3303	formed chinatown kept chinese language customs	argument
3304	study art music supposed rely younger students interest	argument
3305	alaskans first online business effective communications	non_argument
3306	scutes fall away turtles shell	non_argument
3307	providing training make employees happy current job	argument
3308	main purpose competitions enjoy share emotions supporters though favorite team	argument
3309	accomplish assignments little help teacher within less time ourself	argument
3310	oecd country authorities one findings production environment well	non_argument
3311	individuals born talents also high chance successful	argument
3312	swahili coast spring training minor league excellent amateur baseball	non_argument
3313	families forbidden traveling roads meet approximate right angles examples	non_argument
3314	word eroded sandstone outcrops canyons blocks pinnacles fissures slabs	non_argument
3315	separate court larger possibly two billion year old folklore plays	non_argument
3316	cuisine varies revolution chemical structure iupac nomenclature dictionary region nunavut canada	non_argument
3317	easy know history new place	argument
3318	traditional education merits like feedbacks inspirations replaced near future	argument
3319	people working home one supervising thus raises chance loafing	argument
3320	commuter lines animals owing statue zeus	non_argument
3321	analyzes feet ezeiza massacre cámpora resigned overwhelmed political violence	non_argument
3322	enriches peoples knowledge worldwide information	argument
3323	provide break regular commitment also allows spend time heel stressful mind boost desire resuming regular schedule	argument
3324	reading things listening people talking rarely submit sensation excitement one wants learn thing	argument
3325	germany hydrogen bonds chain must follow period	non_argument
3326	tax payments unfair	argument
3327	comfortable environment attract people stay longer	argument
3328	ads keep well informed new products services	argument
3329	many people eager work	argument
3330	wilson automobile enthusiast	non_argument
3331	dancing represent believe people	argument
3332	city enjoy combination history modernity	argument
3333	cations filaments routine require paid subscription access however	non_argument
3334	mobile phones smart phones made communication easy convenience	argument
3335	property forecasts vancouver may confederate	non_argument
3336	supporting art benefit human beings company shortterm interest	argument
3337	money pay everything	argument
3338	best condition might good people	argument
3339	make mistakes sometimes affect innocent circumstantially marred criminals	argument
3340	see lots picture videos many interesting places	argument
3341	true massachussetts sent	non_argument
3342	technology may make peoples life complicated cases	argument
3343	great deal sophisticated technology invented	argument
3344	heritage areas vermont massachusetts new zealands north island dissimilarity continues northeastward along	non_argument
3345	traditional games means ignored parents teachers advent modern games	argument
3346	effect generally hundreds millions years residency training medical school	non_argument
3347	major mountains inundate development high altitudes lamar hunt	non_argument
3348	taking parttime job certainly responsible anything done	argument
3349	kubra photos racist homophobic comments photos depicting battle hastings	non_argument
3350	readily understood dezhnyovs expedition came ashore alaska lie along	non_argument
3351	kept edisons motion picture patents company new york embodies	non_argument
3352	situation becomes lifestyle habits nowadays human activities influenced computer use	argument
3353	manages candlestick point	non_argument
3354	territories symptoms doctor may order medical tests	non_argument
3355	likely buy goods lower price shopping center save time hand	argument
3356	chile thing often relies philosophy mind topics ones	non_argument
3357	bit inappropriate use majority citizens tax funds meet minority peoples needs	argument
3358	teenager important pay attention studies	argument
3359	authority italians france state schleswigholstein denmark fearing german	non_argument
3360	rose first popular assembly established venice	non_argument
3361	supernovae interstellar designation old church slavonic kotka among others	non_argument
3362	right sculptures paintings books drama movies artistic works reflected contemporary social issues different eras	argument
3363	act suspicion	argument
3364	tigers solitary animals	non_argument
3365	offers many advantages less spending socializing help	argument
3366	park district payments held radiologists dermatologists two separate studies	non_argument
3367	convicted also receive fair action	argument
3368	clausius annihilate leftwing subversion stopping erps attempt defend audiovisual products	non_argument
3369	administrative court low draws moisture	non_argument
3370	tourism plays indispensable role nurturing economy way meant	argument
3371	health education help people right choices treatment recover quickly	argument
3372	contributed economic development well preserved culture environment tourist destinations	argument
3373	internet really brings convenience	argument
3374	aggravate health making subject respiratory diseases also damages public image reputation	argument
3375	people careful eat	argument
3376	commemorative events gravity equivalent aleutian islands campaign focused	non_argument
3377	expansion within africa derived end feudalism britain gradually	non_argument
3378	someone take trip without making plans may waste time shopping staying hotel	argument
3379	string allowing specific government agencies compiled sciphysics objects held together	non_argument
3380	especially makes significant difference children live faroff countryside children whose families living povertyline	argument
3381	never try solve problems	argument
3382	unrealistic pursuit high standard life many developing countries basic housing supply still huge problem plenty lower income family squeezed small tight room	argument
3383	repeated use czech republic coast north africas	non_argument
3384	economic power country driven big cities majority wealth finance centered controlled big cities	argument
3385	gender lasted street numbers also involved felipe	non_argument
3386	base clinical diagnostic services apply denmark norway	non_argument
3387	advocate building big shopping center neighborhood beneficial community	argument
3388	people povertystricken areas likely equipped knowledge preserve ecosystems	argument
3389	try create beautiful image land people	argument
3390	going classes optional students	argument
3391	contributing chains make state level though certain crimes fall	non_argument
3392	south bloomington indiana university press isbn oclc gentle anne conversation	non_argument
3393	india example female students often likely grab number top scorer positions every year higher secondary school examinations	argument
3394	single modern culture created modern technology	argument
3395	accelerator beam euskal herria krisian elkar isbn blackburn	non_argument
3396	happened	non_argument
3397	want get brilliant achievements going college acing schools final tests consider learning work	argument
3398	easier students get help facing problem students problem solving math question easily ask help roommates classmates teachers	argument
3399	calumet terminal fashion industry first civilian residents loyalists	non_argument
3400	students acquire university knowledge without prerequisite passing exam	argument
3401	awareness virginia virginia egyptian months temperatures averaging	non_argument
3402	investing art considered wasting money kind	argument
3403	walters boston eckersberg limited strategic communications planning media relations public relations	non_argument
3404	support judging trustworthiness implemented executed analyzed configure	non_argument
3405	benefit free access classes eclipse issue lower points	argument
3406	legal issues operate chaldean indian persian greek arabic	non_argument
3407	takes place direct expenditure tourists also provides direct indirect jobs community including retail agriculture service industry	argument
3408	failed participate university entrance exam	argument
3409	juveniles possess mobile phones great tendencies become materialistic	argument
3410	sum million overseas visitors visitors contributed onethird islands	non_argument
3411	journals use occupation accommodate quebec nationalism constitutionally century	non_argument
3412	extending way development outcomes researches also benefit whole society	argument
3413	everybody team must hisher opinion first discuss members	argument
3414	place intend route buses still take bus bring destination center station first exchange another bus	argument
3415	unemployed workers school dropouts easily commit crime petty offence felony burglary pickpocketing trickery vandalism smuggling even murder	argument
3416	investing libraries longtime result	argument
3417	health analysis full technical name low countries—including territories vary	non_argument
3418	grover cleveland win election	non_argument
3419	atmospheric processes increase confidence solar energy generating systems facility	non_argument
3420	however students able apply onlinecourses provided topoftherange universities colleges worldwide	argument
3421	may miss important parts virtue chaotic incoherent study	argument
3422	tourism puts great pressure ecosystem local resources encouraged	argument
3423	total said sharm sheikh suez brain releases dopamine	non_argument
3424	often one branch flows around cape horn indiana	non_argument
3425	literary awards tend rather study port	non_argument
3426	diseases icd protocol layering today southern arizona southwestern new mexico—known	non_argument
3427	despite life moderating planets surface grouping clouds	non_argument
3428	possibly strongest evidences determine society suffering high level violence	argument
3429	resistance electricitydependent integrated microchip circuit manufacturing involving companies including amazoncom realnetworks nintendo	non_argument
3430	people tend use slangs abbreviated words shorten writing save time communicating activities	argument
3431	act distributing education needs absolutely important compete future challenges	argument
3432	commonwealth real danzig germans send survive deep	non_argument
3433	greek city significant contributors east eleventh century last group	non_argument
3434	facetoface interactions annoyed customer put employee physical danger	argument
3435	jurisdiction located desert offered great scope school	non_argument
3436	entered one improved communications overseas trade allowed industry	non_argument
3437	vases made hand used	argument
3438	labor market highly educated students competitive get job finishing studying	argument
3439	psychology took stand shenandoah national park montanas personal income tax	non_argument
3440	riverkeepers book flow reinforcements throughout whole frankish empire hittite	non_argument
3441	see luxurious side rich athlete ignore may difficulties theyve gone much cost theyve thrown investing	argument
3442	help individuals physical requirements	argument
3443	heredity legal theories concepts differentiated	non_argument
3444	grow bigger teach many fairy tales several important ethic lessons affect till end lives	argument
3445	year death becquerel elected permanent secretary acadã©mie des sciences	non_argument
3446	music art accompany spirit long given chance enter hisher life	argument
3447	firearms remain common method suicide accounting per cent	argument
3448	transnational bridge completed	non_argument
3449	drive runs thermocline two chambers national science	non_argument
3450	also affordable consumer	argument
3451	environment grandparents live comfortable today	argument
3452	liechtenstein completed november	non_argument
3453	improves quality student life well learning motivation teaches important life skills	argument
3454	type autumn mild seasons low throughput member	non_argument
3455	children get good care instructions parents take advantages work learn valuable things avoid going wrong way	argument
3456	finally settled destroying confederate blockade runners civil war museum	non_argument
3457	difficult get sort information past newspapers magazines one know look	argument
3458	press service news report annual rose bowl among others nevertheless	non_argument
3459	times least populous jura border germany	non_argument
3460	cycling horseback night usual traffic	non_argument
3461	unemployment rate always high	argument
3462	killed industrial town patterns progress international exposition worlds	non_argument
3463	age due similar also allowed many decisions sports	non_argument
3464	ghn standard eurostar tgv travels bronzeville washington	non_argument
3465	every year cosmetic companies farms medical schools kill millions animals test products without beneficial result	argument
3466	television shows require participation	argument
3467	even students believe brilliant surpass professors still classes discuss professors classmates	argument
3468	saltwater isaac stevens negotiated soviet–japanese neutrality pact lasted february classes	non_argument
3469	jobs affect health student	argument
3470	easily digested notably promoting cause progressive education changes modern	non_argument
3471	learn find first love make new longlasting friendships ofcourse lot fun	argument
3472	philadelphia official state song empires taxes	non_argument
3473	oregon tensions lead significant snowfalls	non_argument
3474	relating well people likely lot friends	argument
3475	used exclusive lingua franca island sri lanka almost years	non_argument
3476	park contains french forces connection physiology emerged territory	non_argument
3477	rainfall hickys bengal gazette published newspapers besides aforementioned	non_argument
3478	satellite selfgoverning dominion ground thereby raising top tallest buildings	non_argument
3479	beetles eat	non_argument
3480	peach bowl hall spring ending shilshole bay alaskas north	non_argument
3481	lie north odd sources emphasis meet needs	non_argument
3482	prior public places sri lanka illustrates unpleasant situation people smoked freely	argument
3483	dam decline pushed back underdevelopment uriburu ruled two	non_argument
3484	mistake friend made big problem need understand friend forgive	argument
3485	good idea	argument
3486	one results introduction new turkish alphabet	non_argument
3487	reward motivation students constantly keep difficult level learning makes best improve	argument
3488	good experienced teacher help learn faster easier	argument
3489	historiographic revisionism family emerged system canals irrigation western roman	non_argument
3490	evolved gondwana centred australasia scarcity fulltime law	non_argument
3491	dabbled modern nahuatl officially largest economy	non_argument
3492	proportions ancient nimbus identifiable casino	non_argument
3493	avoid conflicts among students teachers enjoyable productive instructor students	argument
3494	juana inés disturbing public order trouble lordre public able field	non_argument
3495	symptoms first find data reporting purposes indian gaming	non_argument
3496	subversion throughout peru expanded industrial base worry	non_argument
3497	young people follow celebrities affects health well behavior negative way	argument
3498	richest fishing religion canada centuries ousting	non_argument
3499	going another place learn language better choice	argument
3500	ocean saint palace drainage fundamental principle	non_argument
3501	remaining members queens county queens new york city subway system	non_argument
3502	learning foreign language form another country better choice study language	argument
3503	earlier periods easy find teacher learn foreign languge	argument
3504	proxemics semantic meaningful content united states	non_argument
3505	lincoln beat john breckinridge election	non_argument
3506	wide spread use efficient effective ways communication costs considerable amount money	argument
3507	people create sense cooperation children make feel accomplished life	argument
3508	also point people undergo painstaking industrious training let alone participate great number contests recognized prove	argument
3509	success life ultimate goal student requires academic knowledge also practical life skills cooking good communication skills teamwork spirit	argument
3510	improve disadvantages building factory important whether build	argument
3511	effect study	argument
3512	eye unprotected surface olfactory mucosa	non_argument
3513	easier people assimilate new country follow new customs	argument
3514	japanese person use vocabulary inflections honorific register refer ingroup superior japanese languages japanese languages speech actions	non_argument
3515	humilis species nearest galaxy neighbors andromeda galaxy largest shareholder morally right	non_argument
3516	buy food well known brands	argument
3517	landings opening line across bay tampa international	non_argument
3518	round portugal officially recognized brazil september nelson graham meet ordinary	non_argument
3519	also wrote california montana landless people headquartered	non_argument
3520	time occasions people regardless nationality origin religion live together	argument
3521	rail primary aircraft around deployed	non_argument
3522	dark red hair coppery red soil	non_argument
3523	informare means emperor wall street totaled	non_argument
3524	governments responsible provide healthy environment inhabitants responsible cleaning air pollution	argument
3525	pennsylvania	non_argument
3526	seeds often across space empires focus economic disparity winners	non_argument
3527	kind competition gives customers options	argument
3528	public transport key factor minimize number vehicles street	argument
3529	special education urban domestic abuse physical chemistry study research institutes	non_argument
3530	since september scania halland blekinge presentday libya—his mother	non_argument
3531	elementary education like base architecture fundamental requirement qualified citizen todays society	argument
3532	office lutz continuing north crete independent centre civilization	non_argument
3533	bad conditions result many terrible accidents make several people feel worried	argument
3534	desmosomes climate winters expanded relative strengths	non_argument
3535	hurry take time family friends	argument
3536	internet pets traits severely limit cats ability	non_argument
3537	nikola tesla close friends mark twain	non_argument
3538	confirm however chemicals resistant tough	non_argument
3539	factories released huge amount wasters river soil	argument
3540	grands corps implies exchanges people actually gammaray bursts objects	non_argument
3541	forces columbian exchange latest census nonetheless	non_argument
3542	mounted police children per female child bearing age years	non_argument
3543	lowpressure freshwater lake constance third spoken language made denmark	non_argument
3544	gromia sphaerica database worldwide fame include adolfo bellocq whose lithographs	non_argument
3545	roommate mary always wakes morning spends hour sport park near dormitory	argument
3546	waste public money government subsidize health care education citizen society	argument
3547	alone home long time	argument
3548	physical activity helps children grow physically healthier	argument
3549	surgical radiology occupied nazi germany japan japan characterized	non_argument
3550	role zoos towards human animals undeniably indispensable	argument
3551	people may impressed cultural values brought universal language eroding sense national belong	argument
3552	every country means disregard preservation cultural heritage	argument
3553	taxes paying state schools necessary compulsory members society matter children enroll	argument
3554	ghana followed faster drivers may usually shift amongst lanes	non_argument
3555	may lead social division someone high education refuses called low jobs	argument
3556	universities must admit equal numbers depending choices	argument
3557	nome greek arabic became starting conditions thereafter nucleosynthesis	non_argument
3558	usually appears water bodies worldwide hectare acres	non_argument
3559	caspar david julius lothar meyer inert gases later called spanish succession	non_argument
3560	high inflation—a claim called simply land brazil	non_argument
3561	events gather people nationalist pride feeling increased	argument
3562	exhaust fumes acid rain energy enthusiasm appreciate paintings photographs	argument
3563	typically vary age	non_argument
3564	victories roles family dialectics hard	non_argument
3565	young swans known	non_argument
3566	government disclose information media timely manner especially disasters outbreak new diseases	argument
3567	increasingly cited calamities disasters many localized areas significance	non_argument
3568	conceivable talk necessary imprudent words	argument
3569	better parents encourage take parttime jobs	argument
3570	many historic buildings beijing place shanghai artist museum able support financially charging tens thousands tourists	argument
3571	punishment given accordance condition	argument
3572	time work order protect getting caught supervisor authoritative person	argument
3573	properly called obeyed instructions may laws generally require	non_argument
3574	appearance however gammaray bursts last years california one	non_argument
3575	company administers leichtensteins railways	non_argument
3576	cities israel still daily use encouraged	non_argument
3577	immediate treatment caucasus himalaya mountains shenandoah valley caribbean	non_argument
3578	jobs various responsibilities like attendance sometimes extra work	argument
3579	professors teach students research projects	argument
3580	video gambling majority also	non_argument
3581	wonder drinking title becomes familiar customers around world	argument
3582	decrease cars use future	argument
3583	clouds sky apparatus development online news users younger	non_argument
3584	experienced large numbers stuffs life	argument
3585	informed devices produced new features nearly every day	argument
3586	many suborders turtles divided	non_argument
3587	testing important aspect life still majority tests allow work team	argument
3588	parks south america columbia gazetteer party germany generally geographic	non_argument
3589	denmark austria abandoned shortseason crops copenhagen municipality	non_argument
3590	assess already passed propositions allowing specific government agencies	non_argument
3591	discoverable today japan maintains one holy roman emperor	non_argument
3592	jobs divert students studies	argument
3593	personal bias southern atlantic late hummingbird clarks	non_argument
3594	great success need great work great luck	argument
3595	living cities also means living high crime rate areas	argument
3596	working helps children independent teach esteem manage money theyve earned	argument
3597	bachelors earn lots money working fields due knowledge	argument
3598	defeated reelection revolution thomas jefferson	non_argument
3599	second biggest factor affecting sound produced drum	non_argument
3600	ones choose study home discipline studies force study particular times	argument
3601	copenhagen completely surrounded water	non_argument
3602	timber scientists use highfrequency radio technology similar	non_argument
3603	jazz musician semiarid climatic region generally receives less	non_argument
3604	experience gained traveling different places meeting different people even job goes long way	argument
3605	much leopard weigh	non_argument
