	sentence	annotation
3417	The federal district and appeals courts overturned another ten percent , and last Term the Supreme Court reversed three of the four capital sentences it reviewed .	argument
3418	See the transition to a death penalty-free society as spiritual growth rather than as an inflexible adherence to - or inflexible rebellion against - any law or moral principle .	argument
3419	"In his concurring opinion in Marsh , Justice Scalia also wrote that an exoneration "" demonstrates not the failure of the system but its success . """	argument
3420	These statistics represent an intolerable risk of executing the innocent .	argument
3421	In all these years ( more than 20 ) , I have only known of one FMR conviction that was overturned .	argument
3422	Third and finally , the punishment of prison is expected to rehabilitate prisoners ; so that when prisoners are released from prison , these ex-convicts are less likely to repeat their crimes and risk another prison sentence .	argument
3423	DNA testing has shown that the alarms psychologists and cognitive scientists have been raising about eyewitnesses for years were well-founded -- eyewitness misidentification was a factor in about 75 percent of DNA exoneration cases .	argument
3424	One of the arguments of opponents of death penalty is the inevitability of sending innocent people who are wrongly accused to death row and eventually execution .	argument
3425	And states that have abolished capital punishment show no significant changes in either crime or murder rates .	argument
3426	"In the other cases , appeals courts either found the defendant 's appeal without merit or found that the errors in the case were "" harmless "" -- there were problems with the case , but those problems were insignificant due to the other evidence indicating guilt ."	argument
3427	And even though only three people have been executed under the federal death penalty in the modern era , two of them have been racial minorities .	argument
3428	Bedau and Radelet also noted several cases in which alleged victims of murder were later discovered to be alive .	argument
3429	Crime disturbs this just order , for the criminal takes from people their lives , peace , liberties , and worldly goods in order to give himself undeserved benefits .	argument
3430	Further , as some scholars and advocates have noted , the mental deterioration symptomatic of Death Row Syndrome may render an inmate incompetent to participate in their own post-conviction proceedings .	argument
3431	If arbitrary and capricious punishment is the touchstone under the Eighth Amendment , such a claim could -- at least in theory -- be based upon any arbitrary variable , such as the defendant 's facial characteristics , or the physical attractiveness of the defendant or the victim , that some statistical study indicates may be influential in jury decision making .	argument
3432	The Senate Judiciary Committee has previously found this risk to be ‘ minimal , ’ a view shared by numerous scholars .	argument
3433	When including appeals , incarceration times and the actual execution in a death penalty case , the cost is closer to $ 3 million per inmate .	argument
3434	Between 1992 and 1995 , 176 inmates were murdered by other prisoners ; the vast majority ( 84 % ) were killed in death penalty jurisdictions .	argument
3435	He presented statistical analysis showing a pattern of sentencing disparities based primarily on the race of the victim .	argument
3436	Other people believe murder is a part of nature .	argument
3437	""" Using only a single barbiturate , they said , was untested , could result in distressing and disruptive muscle contractions , and might take a long time . """	argument
3438	But in the 46-page dissent , Justice Stephen G. Breyer , joined by Justice Ruth Bader Ginsburg , said it was time to reconsider whether capital punishment was constitutional .	argument
3439	Yet these particular criminals are the least likely to be executed , the serial killers will be found insane and the drug barons will use any means to avoid conviction , e.g. intimidation of witnesses .	argument
3440	For the most cruel and heinous crimes , the ones for which the death penalty is applied , offenders deserve the worst punishment under our system of law , and that is the death penalty .	argument
3441	Those who oppose capital punishment believe , first and foremost , that any person , including the government , has no right to take a life for any reason .	argument
3442	Most capital crimes are committed in the heat of the moment .	argument
3443	Therefore for the safety of the prisonï ¿ ½ s guards , other prisoners , and the general public ( in case a death row inmate escapes prison ) , then logic dictates that safety is a reason for capital punishment .	argument
3444	Prisons across the country face the problem of too many prisoners and not enough space & resources .	argument
3445	It is often very difficult for people to come to terms with the fact that their loved one could be guilty of a serious crime and no doubt even more difficult to come to terms with their death in this form .	argument
3446	However , court costs , attorney fees and incarceration for life only totals a little over $ 1 million .	argument
3447	Publicity may encourage crime instead of preventing it ( McClellan , G. , 1961 ) .	argument
3448	If they are released from prison , they will kill other innocent lives again .	argument
3449	As stated above , Texas carries out far more executions than any other American state ( between 1982 and 2007 it executed 404 men and 2 women ) and there is now clear evidence of a deterrent effect .	argument
3450	The death penalty is barbaric and an antiquated , regressive , “ cruel and unusual ” punishment .	argument
3451	They know how to find obscure technicalities and use any other means necessary to get their client off without any punishment .	argument
3452	The death penalty is uncivilized in theory and unfair and inequitable in practice .	argument
3453	It is as if God thus providentially granted him a special inducement to repentance out of consideration of the enormity of his crime . . . the law grants to the condemned an opportunity which he did not grant to his victim , the opportunity to prepare to meet his God .	argument
3454	I saw nothing that could be accomplished in the loss of one life being answered with the loss of another .	argument
3455	We have committed ourselves to work together , and each within our own communities , toward ending the death penalty . ”	argument
3456	One of the biggest arguments against the death penalty is the possibility of error .	argument
3457	She had two small children and yet neither factor stopped her committing a murder which she made no attempt to escape from or deny responsibility for , and for which she knew that she would probably be hanged .	argument
3458	The death penalty gives closure to the victim 's families who have suffered so much .	argument
3459	There is no conclusive proof that the death penalty acts as a better deterrent than the threat of life imprisonment .	argument
3460	Capital Punishment is the cheapest way to remove the ill from the society .	argument
3461	Killing people makes us like the murderers who most of us so despise .	argument
3462	"The death penalty honors human dignity by treating the defendant as a free moral actor able to control his own destiny for good or for ill ; it does not treat him as an animal with no moral sense . """	argument
3463	Ask any criminal lawyer whether or not the amount of legal resources available on a particular case makes a difference and they will give you a deadpan â € ˜yesâ € ™ .	argument
3464	There are also personal , political , religious , and spiritual reasons to oppose capital punishment .	argument
3465	“ It ’s a very high-risk activity . ”	argument
3466	One is the release of some highly publicized studies that show a number of innocents had been put to death .	argument
3467	When Alabama electrocuted John Louis Evans in 1983 , a strap ignited and burned a hole in the prisoner 's left leg .	argument
3468	Retribution is seen by many as an acceptable reason for the death penalty according to my survey results .	argument
3469	Many of the releases of innocent defendants from death row came about as a result of factors outside of the justice system .	argument
3470	Like a doctor excise any body part to save life of a patient likewise , a criminal is cut out permanently from the society for the well being of the society .	argument
3471	The death penalty is applied at random .	argument
3472	Most people do n't realize that carrying out one death sentence costs 2-5 times more than keeping that same criminal in prison for the rest of his life .	argument
3473	But this idealized system is not the American system of capital punishment .	argument
3474	Lethal injection may appear to be more humane than other methods to those who have to administer and witness it , but it is a very slow process .	argument
3475	Other countries ( especially in Europe ) would have a more favorable image of America .	argument
3476	Prosecutors should have the option of using a variety of punishments in order to minimize crime .	argument
3477	Thus , the poor becomes the lone victim of this punishment .	argument
3478	Support has been lessened because of the many DNA exonerations that have occurred .	argument
3479	If we have the death sentence , and deter future murderers , we spared the lives of future victims - ( the prospective murderers gain , too ; they are spared punishment because they were deterred ) .	argument
3480	Proponents say that these figures clearly indicate the efficacy of capital punishment on deterring crimes .	argument
3481	Others see it as a very important tool in fighting violent pre-meditated murder .	argument
3482	""" You have heard that it was said , ' Eye for eye , and tooth for tooth . '"	argument
3483	I for one am very strongly in favour of the death penalty - I do not accept that something frequently laid down as willed by God in the Bible as part of His Law can be wrong , especially as it has been repeatedly employed by canonised rulers and by the Popes .	argument
3484	The existence of the death penalty gives prosecutors much more flexibility and power to ensure just punishments .	argument
3485	Forensic specialties once thought foolproof , like fingerprint analysis , hair fiber analysis , and ballistics identification , have been proven to be flawed , or at least overstated in court .	argument
3486	Also , poor and marginalized groups have less access to the legal resources needed to defend themselves .	argument
3487	"But we do n't know enough to decree that he be shorn of his future — in other words , of the chance we all have of making amends . """	argument
3488	By committing the crime , the criminal volunteered to assume the risk of receiving a legal punishment that he could have avoided by not committing the crime .	argument
3489	It is thus highly probable that people are convicted of murder when they should really have only been convicted of manslaughter .	argument
3490	And if DNA testing had been applied to earlier cases where inmates were executed in the 1970s and 80s , the odds are high that it would have proven that some of them were innocent as well .	argument
3491	"Although his first reaction was to wish that those who committed this terrible crime be killed , he ultimately realized that such killing "" is simply vengeance ; and it was vengeance that killed Julie .... Vengeance is a strong and natural emotion ."	argument
3492	While the death penalty undoubtedly deters some would-be murderers , there is evidence that it encourages others — especially the unstable who are attracted to media immortality like moths to a flame .	argument
3493	We are the only nation of the Western democratic world that has not abolished capital punishment .	argument
3494	We do not allow torturing the torturer , or raping the rapist .	argument
3495	But many liberals in our country , by their naive ideas about quick rehabilitation and by their support for judicial discretion in sentencing , have done much to create demand for the death penalty they abhor .	argument
3496	As I said in the '82 article , “ If instead of facing heady weeks before television cameras , they faced a lifetime of obscurity in prison , the path of violence might seem less glamorous to them . ”	argument
3497	Capital punishment is an intolerable denial of civil liberties , and is inconsistent with the fundamental values of our democratic system .	argument
3498	The death penalty puts innocent lives at risk .	argument
3499	Man did n't invent the death penalty , so man has no right to abandon it .	argument
3500	The revenger of blood himself shall slay the murderer : when he meeteth him , he shall slay him .	argument
3501	And I deeply believe that we should use non-violent ways to prevent violence .	argument
3502	Salvation : Felons have less time and likelihood of finding spiritual salvation if they are executed .	argument
3503	Appropriate Punishment : It is commonly believed that the punishment of a crime should equal the crime , if possible .	argument
3504	God knows well the difference between murder and executions , as do most people .	argument
3505	Human rights which are defined as the basic rights to be given to an individual to lead a respectable life are considered to be the most important right to be observed by any individual .	argument
3506	The U.S. , with the death penalty , has a higher murder rate than the countries of Europe or Canada , which do not use the death penalty .	argument
3507	For years , criminologists analyzed murder rates to see if they fluctuated with the likelihood of convicted murderers being executed , but the results were inconclusive .	argument
3508	It also states that victims ' services should be administered independently , not as part of the prosecutor 's office , and that leaders in the victims ' services community should develop protocols for serving victims ' families who oppose the death penalty .	argument
3509	The vast majority of people that are arraigned are in fact guilty of the crime they are accused .	argument
3510	""" And I do n't believe I have a right to terminate someone else 's life either way — by abortion or capital punishment . """	argument
3511	This will also lead to set an example to others as well as lead to satisfaction to the other party who has suffered out of the act of the convict .	argument
3512	"This is an immoral condition that makes rejecting the death penalty on moral grounds not only defensible but necessary for those who refuse to accept unequal or unjust administration of punishment . """	argument
3513	Given the situation as I have described it , and as I believe it will continue so long as we have capital punishment , on could argue that the death penalty should be declared unconstitutional in all its forms .	argument
3514	Three Good Reasons Details the three main reasons why people support the death penalty .	argument
3515	The Union for Reform Judaism ( URJ ) , which represents the majority of American Jews , has called for total abolition of the death penalty since 1959 .	argument
3516	To kill the person who has killed someone close to you is simply to continue the cycle of violence which ultimately destroys the avenger as well as the offender .	argument
3517	Interestingly , the murder rate in the U.S. dropped from 24,562 in 1993 to 18,209 in 1997 , the lowest for years ( a 26 % reduction ) - during a period of increased use of the death penalty .	argument
3518	Tafero ’s execution went horribly wrong , and his head caught on fire during the electrocution .	argument
3519	It is more often used against perpetrators belonging to lower strata of society , racial and ethnic minorities rather than who come from well privileged background .	argument
3520	The Torah is in no sense anti-death penalty ; it forbids murder , and frequently commands the death penalty .	argument
3521	This theory of justice which demands for “ Tooth for a Tooth and an Eye for an Eye ” is the strongest argument of the capital punishment .	argument
3522	Once again , I ask you to dare to get to know , personally , some of these cases and people .	argument
3523	"Some of the practical reasons offered for death penalty opposition include the "" possibility of rehabilitation , "" the cost of keeping a prisoner on death row , and unfair application of the death penalty ."	argument
3524	"Despite the efforts made over the past two decades since Gregg to protect the administration of the death penalty from abuses , the actual "" constitutional errors committed in state courts have gravely undermined the legitimacy of the death penalty as a punishment for crime . """	argument
3525	When the government sanctions , commands , and ceremoniously carries out the execution of a prisoner , it lends support to this destructive side of human nature .	argument
3526	The death penalty is totalitarian .	argument
3527	It is often seen that innocent people face wrongful execution .	argument
3528	When Amnesty International first pledged to abolish executions in the â € ˜70s , only six countries had stopped killing people as a form of punishment ; now over 140 countries have abolished the practice .	argument
3529	The United States has yet to join the 35 signatories or 75 parties to the Protocol , trailing behind the world ’s leading democracies in the protection of human rights .	argument
3530	The notion of an eye for an eye , or a life for a life , is a simplistic one which our society has never endorsed .	argument
3531	Capital punishment does not appear to be doing its job ; it does n’t seem to be changing every criminal ’s mind about killing innocent people .	argument
3532	See Andrew Cohen , Yes , America , We Have Executed an Innocent Man , Atlantic , May 14 , 2012 , http://www.theatlantic.com/national/archive/2012/05/yes-america-we-have-executed-an-innocent-man/257106/ .	argument
3533	Aquinas knew this and stated that such death penalties as those for personal sin along with ceremonial rites were ended by Christ .	argument
3534	The death penalty is a symptom of a culture of violence , not a solution to it .	argument
3535	Remember , the death penalty saves lives .	argument
3536	"It 's long past time to send this morally abhorrent practice to … "" 2 days ago "" RT @PresidentKE : I have this afternoon signed commutation documents commuting all death sentences into life jail terms ."	argument
3537	There is racial and economic discrimination in application of the death penalty .	argument
3538	"Some faith groups , such as the Roman Catholic Church , oppose the death penalty as not being "" pro-life . """	argument
3539	The evidence on which Tafero and Jacobs had been convicted and sentenced was identical ; it consisted mainly of the perjured testimony of an ex-convict who turned state 's witness in order to avoid a death sentence .	argument
3540	Taking the life of a murderer is a similarly disproportionate punishment , especially in light of the fact that the U.S. executes only a small percentage of those convicted of murder , and these defendants are typically not the worst offenders but merely the ones with the fewest resources to defend themselves .	argument
3541	Then in 1973 Isaac Ehrlich employed a new kind of analysis which produced results showing that for every inmate who was executed , 7 lives were spared because others were deterred from committing murder .	argument
3542	Using an execution to try to right the wrong of their loss is an affront to them and only causes more pain .	argument
3543	It is also argued that particularly for those who have been close to the victims , who are members of his or her family , or who are fellow police officers , or for those members of the public who somehow feel and identification with the deceased , the death penalty provides personal satisfaction , repaying in some measure the loss they felt in the death of the victim .	argument
3544	The poll found that 64 % of the U.S. adults support the imposition of the death penalty for persons convicted of murder .	argument
3545	Such criminals deserve more severe punishment .	argument
3546	Another recent Louisiana study found that defendants with white victims were 97 % more likely to receive death sentences than defendants with black victims .	argument
3547	Punishments which are swift and sure are the best deterrent .	argument
3548	In a classic case of rush to judgment , Brandley was tried , convicted , and sentenced to death .	argument
3549	The punishment he suffers is the punishment he voluntarily risked suffering and , therefore , it is no more unjust to him than any other event for which one knowingly volunteers to assume the risk .	argument
3550	Religious , social and noncapital legal requirements all teach us not to murder .	argument
3551	Terry Clark committed the crimes that he has been convicted of .	argument
3552	Sometimes improper procedure leads to unfair execution .	argument
3553	For 2007 , the average murder rate in states with the death penalty was 5.5 ; the average murder rate of the 14 states without the death penalty was 3.1 .	argument
3554	Despite safeguards , innocent people do wind up on death row .	argument
3555	Judges , prosecutors , public defenders , court reporters , jurors , bailiffs and other courtroom staff are all needed just to conduct a trial , and that means spending a lot of money from state coffers that could have been used elsewhere .	argument
3556	As with the reasons for favoring the death penalty , subjective attitudes often outrank practical concerns in terms of why people oppose the death penalty .	argument
3557	In 1985 , in Maryland , Kirk Bloodsworth was sentenced to death for rape and murder , despite the testimony of alibi witnesses .	argument
3558	I am certain that the respondents to this poll have no idea how grotesque it is .	argument
3559	Every individual has a right to live whether criminal or not .	argument
3560	No civilian ’s job description should include killing another person .	argument
3561	Granted , we are not able to ask the dead whether or not they felt their necks snap , or the chemicals burn inside them — but modern American executions very rarely go awry .	argument
3562	Hence , the threat of the death penalty may deter some murderers who otherwise might not have been deterred .	argument
3563	"PRO : "" Simply because an execution method may result in pain , either by accident or as an inescapable consequence of death , does not establish the sort of ' objectively intolerable risk of harm ' [ quoting the opinion of the Court from Farmer v. Brennan , 511 U. S. 825 , 842 , 846 ( 1994 ) ] that qualifies as cruel and unusual ... Kentucky has adopted a method of execution believed to be the most humane available , one it shares with 35 other States ... Kentucky 's decision to adhere to its protocol can not be viewed as probative of the wanton infliction of pain under the Eighth Amendment ... Throughout our history , whenever a method of execution has been challenged in this Court as cruel and unusual , the Court has rejected the challenge ."	argument
3564	Still , I believe the death penalty , because of its finality , is more feared than imprisonment , and deters some prospective murderers not deterred by the thought of imprisonment .	argument
3565	Additionally , accidents aside , our methods of execution — lethal injection , electrocution , firing squad , gas chamber , and hanging — may be inherently painful .	argument
3566	"But sparing them may help to spark a dialogue that one day will lead to the elimination of capital punishment . """	argument
3567	""" Moreover , some good and conscientious prison staff find it very difficult to take part in premeditated death ."	argument
3568	Catholic , Jewish , and Protestant religious groups are among the more than 50 national organizations that constitute the National Coalition to Abolish the Death Penalty .	argument
3569	"As noted in the revised piece for my website , Roberta Roper , whose daughter was brutally murdered , opposes the death penalty partly because it "" lowers society to the level of the murderer ."	argument
3570	The extra cost goes up to $ 216,000 per case when all first-degree murder trials and their appeals are considered , many of which do not end with a death sentence and an execution .	argument
3571	As an example of the arbitrariness of the death penalty , another man , Ernest Willis , also convicted of arson-murder on the same sort of flimsy and unscientific testimony , was freed from Texas death row six months after Willingham was executed .	argument
3572	You might end up on death row .	argument
3573	But this allegiance to finality was established before DNA showed us just how error-prone the current system really is .	argument
3574	Anti-death penalty campaigners always argue that death is not a deterrent and usually site studies based upon American states to prove their point .	argument
3575	"... Statistically speaking , we have a much easier death than most , so I encourage you to embrace it and celebrate our true liberation before society figures it out and condemns us to life without parole and we too will die a lingering death . """	argument
3576	Don did not stop moving for approximately eight minutes , and after that he continued to twitch and jerk for another minute .	argument
3577	The European Convention of Human Rights has been amended to prohibit the death penalty in peace-time .	argument
3578	The officers do not believe the death penalty acts as a deterrent to murder , and they rate it as one of most inefficient uses of taxpayer dollars in fighting crime .	argument
3579	Even though capital punishment is not used so often , it still is a threat to the criminal .	argument
3580	When the opponents feel ï ¿ ½ fear of deathï ¿ ½ will prevent one from committing murder , it is not true because most murders are done on the ï ¿ ½ heat of passionï ¿ ½ when a person can not think rationally .	argument
3581	Considering the numerous accounts of death-row inmates being found innocent through the use of DNA evidence , it may be surprising that wrongful conviction is only tied for second as a reason cited by death penalty opponents .	argument
3582	Poll Finds Waning Support for Death Penalty According to a recent poll conducted by the Quinnipiac University Polling Institute , only 62 % of respondents support capital punishment for persons convicted of murder , and Americans prefer the sentencing option of life without parole when given the choice .	argument
3583	They also believe that the risk of executing an innocent person is too high .	argument
3584	She had already killed the fourth one , and served a prison sentence for murder , and she got out of prison early .	argument
3585	There is no reason to place the mental health of our corrections workers at risk simply to pursue vengeance .	argument
3586	Consider also the case of Hank Skinner , currently on death row in Texas for the murder of his ex-girlfriend and her two sons .	argument
3587	Women who kill and who are killed are judged by different standards than are men who are murderers and victims .	argument
3588	We need to take it off the table where death is not in the arbitration of deciding about how to punish criminals . ”	argument
3589	However , the need for reform is not a reason to abolish the death penalty .	argument
3590	""" Wrong to take a life "" has been the top reason for opposing it since 1991 , by comfortable margins ."	argument
3591	Moreover , the death penalty could be defended on narrowly retributive grounds only for the crime of murder , and not for any of the many other crimes that have frequently been made subject to this mode of punishment ( rape , kidnapping , espionage , treason , drug trafficking ) .	argument
3592	Few defenders of the death penalty are willing to confine themselves consistently to the narrow scope afforded by retribution .	argument
3593	"It is also the only fitting retribution for murder I can think of . """	argument
3594	In 2011 in California , a broad coalition of organizations called Taxpayers for Justice put repeal of the death penalty on the ballot for 2012 in part because of the high cost documented by a recent study that found the state has already spent $ 4 billion on capital punishment resulting in 13 executions .	argument
3595	The victim is already dead-you can not bring him back .	argument
3596	But you ca n't redeem people by extinguishing them .	argument
3597	Perhaps there is a reason to have a defensive military , but prisoners pose no threat to the well-being of our citizens .	argument
3598	We can not be blind to the fact that actual executions have taken place primarily in the South and in a least a racially suspect manner .	argument
3599	In countless cases , prosecutors have withheld exculpatory evidence .	argument
3600	It is an added cost to the government and taxpayers ’ money .	argument
3601	A reporter who watched Jimmy Lee Gray die in a Mississippi gas chamber in 1983 said the prisoner gasped for breath and banged his head on a pipe behind his chair .	argument
3602	Many opponents of capital punishment put forward life in prison without parole as a viable alternative to execution for the worst offenders , and surveys in America have shown that life without parole ( LWOP ) enjoys considerable support amongst those who would otherwise favour the death penalty .	argument
3603	"Because of DNA testing and the admirable "" innocence projects "" around our country , such people today are more likely to be exonerated while on death row instead of after execution ."	argument
3604	Most had been physically abused in childhood , and five had been sexually abused .	argument
3605	Comparing black and white offenders over the past century , the former were often executed for what were considered less-than-capital offenses for whites , such as rape and burglary .	argument
3606	It creates sympathy for the monstrous perpetrators of the crimes .	argument
3607	As detailed within my death penalty reviews , herein , there is an 83 % error rate in some of the death row innocence claims , which emphasises the importance of having confirmable and complete facts , prior to forming an opinion .	argument
3608	We ca n’t give back a life once it is taken , and for one I would prefer a cautious approach to even the slightest possibility of taking an innocent person ’s life .	argument
3609	"Others argue that what drives American support for capital punishment is the "" impermanent emotion of outrage . """	argument
3610	73 % of Americans believe an innocent person has been executed under the death penalty in the last five years .	argument
3611	( 46 ) That constitutional law reflects moral concerns should not be strange : concepts of cruel and unusual punishment , due process , and equal protection express contemporary standards of decency .	argument
3612	Decreased crime rates , changes in sentencing guidelines , diminishing support , and demographics ( the young and people of color are much less likely to support the death penalty ) are all leading toward less capital punishment and its ultimate abolition .	argument
3613	British style , hanging is an extremely quick process that is designed to cause instant and deep unconsciousness and also benefits from requiring simple and thus quick preparation of the prisoner .	argument
3614	Although isolated passages of the Bible have been quoted in support of the death penalty , almost all religious groups in the United States regard executions as immoral .	argument
3615	Some people contend that life in prison without parole is a better option than the death penalty because a life sentence costs less than the death penalty or because the death penalty is immoral , among other reasons .	argument
3616	We oppose capital punishment not just for what it does to those guilty of horrible crimes , but for what it does to all of us as a society .	argument
3617	Yet the scientific certainty DNA testing offers , in contrast to most other forensic specialties , also seems to have reassured the public that we 're now more likely making the right calls .	argument
3618	Can the police , the courts , and the system generally be trusted to get things right on every occasion ?	argument
3619	A punishment can be an effective deterrent only if it is consistently and promptly employed .	argument
3620	We should work for strong prohibitions against all physician involvement in death-dealing .	argument
3621	Some supporters of the death penalty also contend it is less expensive than a life sentence .	argument
3622	"Therefore , through litigation , legislation , commutation and by helping to foster a renewed public outcry against this barbarous and brutalizing institution , we strive to prevent executions and seek the abolition of capital punishment . """	argument
3623	It is easy to condemn capital punishment as barbaric , but is spending the rest of one 's life in prison so much less cruel to the prisoner or is it merely a way of salving society 's conscience and removing the unpleasantness for the staff and officials ?	argument
3624	Its imposition is often arbitrary , and always irrevocable – forever depriving an individual of the opportunity to benefit from new evidence or new laws that might warrant the reversal of a conviction , or the setting aside of a death sentence .	argument
3625	"As the Lord teaches us , one who breaks a jot of the law has broken it all and "" we are all under the domination of sin ( Rom ."	argument
3626	If we deprive someone else life , he only suffers minor inconvenience ; hence , we cheapen human lifeï ¿ ½ this is where we are at today .	argument
3627	Although inflicting the death penalty guarantees that the condemned person will commit no further crimes , it does not have a demonstrable deterrent effect on other individuals .	argument
3628	If , however , the principle of just deserts means the severity of punishments must be proportional to the gravity of the crime – and since murder is the gravest crime , it deserves the severest punishment – then the principle is no doubt sound .	argument
3629	On this basis , 19,968 people are not dead today who would have potentially been homicide victims , representing 78 lives saved for each one of the 256 executions .	argument
3630	We know that the death penalty is applied overwhelmingly to the working class , ethnic minorities and other marginalised groups .	argument
3631	Hundreds of millions of dollars are spent on the death penalty each year .	argument
3632	ï ¿ ½ Surely this has to be better than the arbitrary taking of the lives of a tiny minority of offenders ( as happens in most countries that retain the death penalty ) with all the unwanted side effects that this has on their families and on the rest of society .	argument
3633	The USA is keeping company with notorious human rights abusers .	argument
3634	"They argue that retribution or "" an eye for an eye "" honors the victim , helps console grieving families , and ensures that the perpetrators of heinous crimes never have an opportunity to cause future tragedy ."	argument
3635	Studies by Thorsten Sellin ( 34 ) showed no demonstrable deterrent effect of capital punishment even during its heyday .	argument
3636	"My point was that there is nothing within the ( false ) allegations that the Hypocratic Oath or "" Do no harm "" mandate medical professional not be involved with executions ."	argument
3637	It opposes the death penalty in all situations , and urges the immediate establishment of a universal moratorium on executions in all world regions with a view to total abolition .	argument
3638	The fact that he murdered at least thirty people — for the mere reason that he enjoyed doing it — has no bearing on the hypocrisy , the flagrant dishonesty , of the declaration that such a person deserves to be killed because he had no right to kill .	argument
3639	They see other murderers in the state get away with murder , so they , too , can get away with it .	argument
3640	"PRO : "" Society is justly ordered when each person receives what is due to him ."	argument
3641	As you know , it is a work I spent over a year working on , as a convert and a former criminal who spent 12 years in maximum security prisons , knew many murderers and well-understand the nature of evil men can do , requiring the final sanction .	argument
3642	REBUTTAL TO INNOCENCE Executing the innocent is a rare but acceptable risk of the death penalty .	argument
3643	These rituals benefit the people carrying out the execution , giving them some detachment from what has to be a daunting and emotionally wrenching task .	argument
3644	However , the death penalty has a way of shifting sympathy away from the victims and to the criminals themselves .	argument
3645	"In two of the three times Gallup has asked this question , "" persons may be wrongly convicted "" has been the No. 2 justification Americans give for opposing the death penalty , along with reasons grounded in religious beliefs , including that "" punishment should be left to God . """	argument
3646	The death penalty can not be limited to the worst cases .	argument
3647	He said that the “ random few ” whom California eventually executes - to date , just 13 out of more than 900 individuals sentenced to death - “ will have languished for so long on death row that their execution will serve no retributive or deterrent purpose and will be arbitrary . ”	argument
3648	"It is reasonable for them to ask : "" Suppose some crazy judge lets him out , and members of my family are his next victims ? """	argument
3649	The Conservatives and Liberal Democrats are also against reintroduction .	argument
3650	Prosecutors , juries , and judges are much more likely to apply the death penalty when the victim is white and the defendant is black .	argument
3651	"It is barbaric and violates the "" cruel and unusual "" clause in the Bill of Rights ."	argument
3652	Once in prison , those serving life sentences often settle into a routine and are less of a threat to commit violence than other prisoners .	argument
3653	I bet the murder rate would fall quicker than the 1929 stock market !	argument
3654	there has been a real shift not only in the number of states ending it , but the number of executions , the number of death penalties sought .	argument
3655	Thus , the death penalty can not be unjust to the guilty criminal . ”	argument
3656	""" "" ... it is this same atrophy of moral fiber that appears in the plea for the abolition of the death penalty ."	argument
3657	There is no good way to kill someone ; all of the methods are appalling .	argument
3658	Democrats ( 62 % ) , Republicans ( 59 % ) and Independents ( 51 % ) all opposed the practice .	argument
3659	But I think , as with so much violence in this world today , I just do n't think the state itself , whether it 's the state government or federal government , should be in the business of killing people .	argument
3660	The argument goes on that proponents of capital punishments should not have to bear the burden of proving deterrence by a reasonable doubt .	argument
3661	In reply , abolitionists argue that it is morally flawed and cite studies to demonstrate its failure to deter .	argument
3662	Sure , they can take away some prison privileges , but is this enough of a deterrent to stop the killing ?	argument
3663	Those who receive the death penalty still tend to be poor , poorly educated and represented by public defenders or court-appointed lawyers .	argument
3664	Civilized countries have banned the death penalty as have 18 U.S. states , while the governments that maintain the death penalty are typically more corrupt and dictatorial ones ( e.g. , China , North Korea , Saudi Arabia , Iran , Iraq , Yemen ; in the U.S. , Texas leads in applying the death penalty by far , accounting for over 1/3 of U.S. executions ) .	argument
3665	"But it has no place in our justice system . """	argument
3666	A significant majority ( 58 % ) believe it is time for a moratorium on the death penalty while the process undergoes a careful review .	argument
3667	We impose them not only to make the threats credible but also as retribution ( justice ) for the crimes that were not deterred .	argument
3668	Furthermore , we believe that the state should not give itself the right to kill human beings – especially when it kills with premeditation and ceremony , in the name of the law or in the name of its people , and when it does so in an arbitrary and discriminatory fashion .	argument
3669	I would add to it by saying that there 's a strong tradition of religious activism against the death penalty — one that includes Quakers , many mainline Protestants and some evangelicals , and many Catholics .	argument
3670	People are judged by their actions , and killing another human being is about as profound as actions come .	argument
3671	Prisoner parole or escapes can give criminals another chance to kill .	argument
3672	In the December poll when respondents were given a choice , only 42 % supported capital punishment while 46 % supported life without parole .	argument
3673	If the criminal knows that the justice system will not stop at putting him to death , then the system appears more draconian to him .	argument
3674	Between 1930 and the end of 1996 , 4,220 prisoners were executed in the United States ; more than half ( 53 % ) were black .	argument
3675	He may have no intention of killing anyone in the process of robbing them , but is much more apprehensive about the possibility if he knows he will be executed .	argument
3676	If the death penalty was swift and inevitable , there certainly would be a decrease in homicide rates .	argument
3677	"Perhaps because "" a return to the exercise of the death penalty weakens socially based inhibitions against the use of lethal force to settle disputes … . """	argument
3678	Among ideological liberals , 37 % prefer the death penalty and 60 % prefer life imprisonment .	argument
3679	Today , it is virtually abolished in all of Western Europe and most of Latin America .	argument
3680	A year later he was awarded $ 300,000 for wrongful punishment .	argument
3681	In a time of painful budget cutbacks , states are pouring money into a system that results in a declining number of death sentences and executions that are almost exclusively carried out in just one area of the country .	argument
3682	We have a different view of the Catechism , in that you , as many others , find it supportive of the death penalty and not in conflict with traditonal teachings .	argument
3683	11 ) I did provide the sources for the 14,000 - 28,000 murderers that we allowed to murder , again and the 40,000 - 200,000 innocents murdered by those criminals we released .	argument
3684	I bet that would deter some crime !	argument
3685	The legacy of racial apartheid , racial bias , and ethnic discrimination is unavoidably evident in the administration of capital punishment in America .	argument
3686	They ranked increasing the number of police officers , reducing drug abuse , and creating a better economy with more jobs higher than the death penalty as the best ways to reduce violence .	argument
