	sentence	annotation
1576	law internationally famous estimated shootings cost city reincorporated	non_argument
1577	one writer even prescribes rather nasty abortion potion	argument
1578	assembly old meaning well ethnic tensions culminated consolidation	non_argument
1579	pressed invented new musical forms new sounds ravels piano compositions	non_argument
1580	dentistry academy form forests providing shade government services addition crosscountry	non_argument
1581	asian monetary believe much older perceived	non_argument
1582	quote two black men kenneth edelin know genocide n’t legal abortions	argument
1583	remaining lottery winners throughout history randomness relaxing control	non_argument
1584	route united professions national historic	non_argument
1585	beaten since years nature united states	non_argument
1586	ants head contain sensory organs	non_argument
1587	explained george reisman phd professor emeritus economics pepperdine university higher wages higher costs production	argument
1588	generally linda hall libraryin physics energy invariant	non_argument
1589	punishment effective deterrent consistently promptly employed	argument
1590	actually accelerator online coverage everyday americans garnered national attention mainstream news	non_argument
1591	union formations three buttes south gaul well learn strong	non_argument
1592	washingtonbased family research council conservative think tank lobbying group opposes cloning regardless purpose	argument
1593	large number jews living egypt today	non_argument
1594	italian languages first name	non_argument
1595	involve using egyptian cuisine known michelin guide	non_argument
1596	philosopher peter singer professor bioethics princeton university defended abortion way curb overpopulation	argument
1597	know enough decree shorn future words chance making amends	argument
1598	opponents say school uniforms infringe upon students right express individuality positive effect behavior academic achievement emphasize socioeconomic disparities intended disguise	argument
1599	company continued operate another years	argument
1600	public perceptions overtaking france suffered	non_argument
1601	empire already familiar allows silent era increasingly	non_argument
1602	organization complexity mining industrys mita also contributed internal structure artifacts	non_argument
1603	navy channel receiver decodes reconstructs message lost	non_argument
1604	graduated ecclesiastical law early age began practice	non_argument
1605	terrain city artificially raised	non_argument
1606	among high demand short stories danish filmmakers	non_argument
1607	sri timor leste budget balanced public law	non_argument
1608	cultures mercy killings honorable	argument
1609	caused another person become dependent owe assistance	argument
1610	definite techniques also educate doctors lawyers specialize	non_argument
1611	official inflation dark matter lasted culminating freely	non_argument
1612	nauen plain north berlin	non_argument
1613	columbia sciences nobel prize chemistry experiments demonstrated	non_argument
1614	aquinas proceeded see rom justifying war capital punishment crimes like murder	argument
1615	idea school uniform students wear uniform school wear uniform say disco events outside school	argument
1616	released album song named santiago	non_argument
1617	author original equal rights amendment called abortion ultimate exploitation women	argument
1618	god representative responsibilities powers biology	non_argument
1619	thomas grennes professor emeritus north carolina state university andris strazds msc lecturer stockholm school economics riga latvia stated net effect higher minimum wages unfavorable impoverished households even job losses	argument
1620	grover cleveland support womens suffrage	non_argument
1621	dump telecommunication twistedpair cabling consist phenomenon alternately	non_argument
1622	views primary ancestry first billion years ago therefore south america also includes	non_argument
1623	however n’t true marijuana worsens depression	argument
1624	organisms physical solutions actions relevance	non_argument
1625	environment biotechnologies affect decisions largest molecules macromolecules	non_argument
1626	bladder differences federativa brasil listen highest	non_argument
1627	means real spending terms minimum wage effectively dropping	argument
1628	even causing issues smoking pot definitely aggravate preexisting condition	argument
1629	waterways least years ago mexico modes access	non_argument
1630	adams raised congregationalist	non_argument
1631	nov peerreviewed study published american journal public health found someone carrying gun selfdefense times likely shot assault assault victim without gun	argument
1632	binding affect republic korea future position therapeutic cloning reaffirm human dignity relieving pain suffering	argument
1633	boy work porcelain factory drawing talents led chosen paint designs fine china	non_argument
1634	profit motive gone effort made encourage use private dispensers narcotics drug peddler disappear	argument
1635	relieves pain decreases anxiety suppresses nausea	argument
1636	largest gray wolf population thought found	non_argument
1637	success rate genetic experiments leaves lot desired	argument
1638	acknowledge portrait statuary includes land breeze normal laugh	non_argument
1639	marijuana users end becoming addicted drug	argument
1640	still standing sector ranked press complaints commission	non_argument
1641	despite also however two nations currently larger top called transducers	non_argument
1642	oldest flute ever discovered found	non_argument
1643	mentalhealth care people margins far prevent murder violence executions ever	argument
1644	way think restrict rights particularly rights law abiding citizens guns	argument
1645	another witness remarked charles faced system legal apparatus speedier death penalty carried expeditiously talking late charles bemoaning error	argument
1646	chances murdering innocent man minute	argument
1647	encounter heavy rain snow reformed tradition	non_argument
1648	loosening marijuana laws help many people repealing prohibition help	argument
1649	still became albany fort amsterdam develop	non_argument
1650	senator arthur vandenberg rmi warned federal wagefixing driving united states closer ever closer centralized authoritarian state rep thomas hagedorn rmn cautioned strikes basic underpinning democratic system	argument
1651	seal industries axa official language guyana although	non_argument
1652	however neuroimaging specifications users andor business analysts develop highlevel plan project	non_argument
1653	people understand correlation causation thing fact seems lost many politicians arguing marijuana reform	argument
1654	prospect humans people killed	non_argument
1655	member sandemanian sect christianity	non_argument
1656	minimum wage behaves classical price floor labor	argument
1657	may constitutional government put blanket ban weapons certainly proper enact strong restrictions keep dangerous weapons hands people responsibly operate	argument
1658	another safety argument school children easily identified excursions	argument
1659	however scenarios like one others involving simple genetic diseases seem implausible existing technologies doctors recommend achieve end including sperm egg donation preimplantation genetic diagnosis pgd	argument
1660	octopus defend predators	non_argument
1661	provinces hypotheses experiments need connection	non_argument
1662	foetuses hideously deformed either died aborted	argument
1663	farley berber ifri plural ifran cave reference mediterranean	non_argument
1664	emerged republican operativo independencia translates operation independence	non_argument
1665	revolt jailhotel löwengraben lucerne switzerland small portion alta california	non_argument
1666	loss valuable future makes killing wrong abortion equally wrong deprives fetus future like	argument
1667	people able develop mini pot farms property worth tens thousands dollars even objection neighbors close schools	argument
1668	addition knowhow used design nuclear power plants certain extent used build nuclear weapons nuclear proliferation	argument
1669	charlesaugustin coulomb permanently stationed paris	non_argument
1670	par putting infant snowstorm directly kills fail save environment survive	argument
1671	dhaka capital bangladesh	non_argument
1672	understand constraints freedom order protect innocent people obama said	argument
1673	relief climate approach favoured president tampa bay symphony	non_argument
1674	also known diversity originality one person	argument
1675	religious freedom bipartisan independent agency behavior first world	non_argument
1676	conclusions domestic violence leftwing guerrillas political dissidents military	non_argument
1677	cases complications pregnancy lead significantly higher risk woman life frequent wish	argument
1678	moral premise humans right life humans human	argument
1679	increasing minimum wage increase worker productivity reduce employee turnover	argument
1680	trying make point marijuana illegal consequences smoking marijuana legalized	argument
1681	making argument concealedcarry weapons levy painted bit contradictory picture one hand campuses safest places country	argument
1682	research shown marijuana consumption may also cause psychotic symptoms	argument
1683	tourists alike transcaucasian black feral cats sources influences formation salt	non_argument
1684	good way kill someone methods appalling	argument
1685	peaceful image bainbridge vashon islands world book encyclopedia islam	non_argument
1686	california chamber commerce also expressed opposition legalization marijuana citing drug users able perform work passage create new class protected california citizens	argument
1687	number experts say death firing squad swift relatively painless less likely wrong means execution	argument
1688	briefly examined jewish communities criticized pelham discovering	non_argument
1689	spanish means june september seattle part	non_argument
1690	fiveday waiting period since replaced instant background check system take three days inconsistency information needed complete sale	argument
1691	filippo strozzi sell francis	non_argument
1692	research shown among middle high school students uniforms reduce absences average half day school year	argument
1693	guns social benefit removal guns society negative effects removal cars	argument
1694	fact uniforms boring definite reason requiring schools bad idea	argument
1695	uniform policies school also helps families concentrate matters quality education child	argument
1696	easy say people guns defend take criminals n’t think concealedcarry weapons answer	argument
1697	war spanish one hectare implementation new settlement like canada brazil	non_argument
1698	italian differ traditional media scoring goals crossing	non_argument
1699	owners abandoned summer avoid sexual relations another	non_argument
1700	contain france one every person	non_argument
1701	largescale cascade range lake washingtons waters flow puget sound area	non_argument
1702	widespread palladius system	non_argument
1703	filled lake japan selfdefense forces restricted article	non_argument
1704	maybe actually cloning human possibly super humans might best world today great medical advantages come cloning banned research allowed	argument
1705	remember fluoride volatility extracts uranium effectively currently used making lwr fuel works equipment nrcapproved	argument
1706	sea motivity designed maintained banedanmark north sea	non_argument
1707	chicago weeks first two methods sustains accidental capricious beliefs destining	non_argument
1708	newsworthy meaning atmosphere ceremonial figurehead unable	non_argument
1709	forced downward computing less mainstream languages jeux deau	non_argument
1710	performed attorneys may underground sources energy	non_argument
1711	montana montana plasma causing waterton river belly saint mary rivers one	non_argument
1712	logic capital punishment prisons rehabilitating convicts eventually leave prison therefore prison people never released prisons alive	argument
1713	person kills wounds someone gun blame gun	argument
1714	acolvin sayst report post many medicinal herbs exact thing marijuana without getting high	argument
1715	nuclear industry generated electricity ever safely ever evidenced data unplanned reactor shutdowns industrial safety rate	argument
1716	actions clearly put resulting children elevated risk wide range genetic defects	argument
1717	privacy without remote abandoned bus along river channel crosssectional shape	non_argument
1718	officer either candidates minoan civilization crete first mexican	non_argument
1719	mechanism upright piano perpendicular keys	non_argument
1720	government able squash individual rights whim pretty much return royaltypeasant way life	argument
1721	lombardy napoleons rule	non_argument
1722	cornerstone oxidation substances adapted desert year egyptian media	non_argument
1723	cases decommissioning process costs million billion	argument
1724	however nonhuman plural nouns grammatically considered feminine singular	non_argument
1725	may collide illiterates single contestants semiautonomous robots	non_argument
1726	truth lame reason predicated premise victim rape kill innocent baby	argument
1727	nations human population density belgium	non_argument
1728	learn leaders govern without major alteration core library often slowed	non_argument
1729	eventually given time good legislation number guns street decrease become manageable happen without controls gun sales	argument
1730	lowincome communities minority groups bear unique burden form neighborhood gun violence threat mass shootings	argument
1731	abortion lucrative business	argument
1732	berber ifri lead away mexican government merely	non_argument
1733	radio wavelengths increased hundredfold nagano	non_argument
1734	classic gasparilla son santo trafficante established first special service	non_argument
1735	many attempts animal cloning produced disfigured monsters severe abnormalities	argument
1736	happier employees also less likely quit reduces turnover training costs	argument
1737	savings billion accrue state local governments billion accrue federal government	argument
1738	cello manufacturer buy want play outside	non_argument
1739	instance cloning help reproduce plants diseaseresistant	argument
1740	harder reach reproduction living people without knowing involved process give consent	argument
1741	many rural north pole canada population million according data	non_argument
1742	lutheran school example cover longer distances without degradation cases	non_argument
1743	minimum wage also protects younger workers minorities paid less others extent	argument
1744	high energy density compared fossil fuels	argument
1745	meaning leisure versailles widely perceived sensationalist contrast omnivores software	non_argument
1746	alto yielding professionalism became prevalent adding next ieee project	non_argument
1747	practical reasons offered death penalty opposition include possibility rehabilitation cost keeping prisoner death row unfair application death penalty	argument
1748	reproductive cloning potential replace sperm donation ivf surrogacy	argument
1749	sight hearing orbit long stays night cover date	non_argument
1750	students wear variety expressive items buttons jewelry also uniforms practical regular clothes students wear uniforms week need lot leisure clothes lower clothing costs	argument
1751	really market place better job aising minimum wage causes unemployment	argument
1752	first semester mandatory uniform program john adams middle school albuquerque discipline referrals dropped first semester year prior	argument
1753	capital punishment best way remove diseased people society	argument
1754	possible commuters office workers practice energy transformations	non_argument
1755	using cells given chance truly heal less complications	argument
1756	peer neural mental reality array academic jurists	non_argument
1757	motion younger students amateurs defeated byzantine empire study	non_argument
1758	one might well forbid students wear expensive shoes	argument
1759	surprise creative vision typical house hence level unemployment	non_argument
1760	course individuals willing disobey gun laws laws futile definition	argument
1761	establishment robots	non_argument
1762	euros midwestern united states behind miami washington	non_argument
1763	media tampa residents faced number complaints regarding	non_argument
1764	group constant modern times harmondsworth penguin oclc gordon april	non_argument
1765	around country states without death penalty lower murder rate neighboring states death penalty	argument
1766	levels thc marijuana psychoactive ingredient never higher	argument
1767	caribbean african separately listed summarised approximate ascending order area population	non_argument
1768	best place absolute indigenous population participate defence exercises deployments abroad since	non_argument
1769	made shell icy moons may also appear consumer	non_argument
1770	attend two openings mouth structure worlds	non_argument
1771	person knows best able take care unplanned child	argument
1772	firstly nuclear energy produce green house gas means atmosphere safe efficient	argument
1773	insufficient laws address problem lack teeth laws criminals become careless bolder commit heinous crimes leniency punishments loop holes justice system	argument
1774	deepest note classical lyre relation players body	non_argument
1775	matrilineal countrys resources whereas predicates performing	non_argument
1776	led becquerel investigate spontaneous emission nuclear radiation	non_argument
1777	revive animal plant population also offer potential benefits humans	argument
1778	moreover defective genes eliminated cloning human body good cells	argument
1779	rays link paul ehrlich may conference population environment ethics	non_argument
1780	example mass shooting seal beach hair salon reportedly began shooter custody battle exwife hair stylist salon	argument
1781	equity argument often put forward state schools	argument
1782	upbringing environment turn einstein clone another adolf hitler	argument
1783	peace volcanism water composed	non_argument
1784	oneinten cite costs problems enforcing marijuana laws say simply people free use marijuana	argument
1785	week see diagram electronic records defined new front	non_argument
1786	island chiloé attempted species reintroduction otherwise suitable locations since cats	non_argument
1787	short bar follow long bar	non_argument
1788	forms ancient persia polo jousting level crossing	non_argument
1789	drums consist least eight membranes	non_argument
1790	james monroe elected president	non_argument
1791	montreal lie confluence several climatic regions	non_argument
1792	illicit drug use less victimless alcoholism	argument
1793	current laws often poorly executed	argument
1794	school system starts clothes end	argument
1795	fact possible assess degree accuracy many crimes stopped intended victim witness armed	argument
1796	isabelline penguins different penguins	non_argument
1797	hindu often remained earth contain many chemical bonds molecular physics	non_argument
1798	ubs list chain increases payloads attached female heat	non_argument
1799	give example many sukarno era monuments city	non_argument
1800	convergence rome supreme pontiff american physical society	non_argument
1801	several death peoplefriendly workspaces navigate recognizing natural features scanners	non_argument
1802	river chugiak command price research knowledge develop high étage	non_argument
1803	business communication net decrease energy conservation new forms	non_argument
1804	fortune arguments working backward sun weeks	non_argument
1805	common lost presidential decree settled western flank united states	non_argument
1806	teachers astronomical clock tower featured mechanical figurines chimed hours	non_argument
1807	cumankipchaks germans infected hivaids died	non_argument
1808	mice successfully cloned likely facilitate discovery new treatments disease	argument
1809	overheated discharge water resulted significant fish kills past harming livelihood raising public concern	argument
1810	rights designated former coextensive time electrons becoming	non_argument
1811	thought agreeing kill someone even influences jury members acquit rather risk death	argument
1812	state status however vets place yale university	non_argument
1813	many civilians died embassy bombing	non_argument
1814	fonne fool fonnen one fooling meaning	non_argument
1815	gilbert meilaender noted laws create class human beings whose destruction mandated law	argument
1816	sure maybe automated ordering interfaces handle limited queues ideal conditions dealing busy restaurant rush time still far beyond capabilities	argument
1817	aperture typically sunday called paubrasil response	non_argument
1818	multidisciplinary systematic review jama area fetal development found fetus unlikely feel pain sixth month pregnancy	argument
1819	second benefit raising minimum wage raise many low wage workers poverty help overall economy	argument
1820	tieba canal western new york manhattan billion making one	non_argument
1821	hence female boygirl girlboy girlgirl world population	non_argument
1822	puts mercy rich technically advanced states nuclear power route	argument
1823	plants animals revived cloning also humans cloned offer potential benefits people living	argument
1824	pot slows reflexes aware hell going	argument
1825	previous years many three four republicans favor nuclear energy peaking	argument
1826	franklin cardinal mazarin period unprecedented peace prosperity political events	non_argument
1827	fire island sunday gays guns reprised walking memorial orlando first staged new york pride	argument
1828	view ’ve defended humanity enhanced publications human cloning seriously worrying action carry safely	argument
1829	word swan derived	non_argument
1830	nuclear energy serve priorities well	argument
1831	provides commercial supernatural causes china early governmentproduced newssheets called dibao	non_argument
1832	voyage organized military aspect defend potential aerial attacks	non_argument
1833	effects mostly euphoric mild whereas alcohol turns drinkers barroom brawlers domestic abusers maniacs behind wheel	argument
1834	gaul emerged skyscrapers located massive buildings formed	non_argument
1835	statistics filed claims five million people live service quality drinking	non_argument
1836	united kingdom amount energy produced renewable energy expected exceed nuclear power scotland plans obtain electricity renewable energy	argument
1837	produces harmful greenhouse gases isolates waste environment requires less area produce amount electricity sources	argument
1838	fact compared alcohol marijuana safe	argument
1839	survey reports small business owners say increase immediately put money pocket lowwage workers spend money things like housing food gas	argument
1840	thing stops bad guy gun good guy gun	argument
1841	another effect renewed operation risk nuclear accident	argument
1842	’ve got crime	argument
1843	public safety left professionally qualified police officers private citizens little expert training	argument
1844	care processor year participated painting	non_argument
1845	suitable shipping particularly vessels spend lot time sea proven useful military applications submarines often away many months time trident fleet nuclear aircraft carriers european navies	argument
1846	averages excluded sea subspecialties	non_argument
1847	enjoy italy france stampa italy	non_argument
1848	think one good reason increasing minimum wage dramatically damage economic prospects millions vulnerable people	argument
1849	thus marijuana legalization increase crime drug use social dislocation across state california exact opposite prolegalization advocates promise	argument
1850	advancements medical field dramatically reduced complications abortion studies show actually safer carrying pregnancy full term	argument
1851	unlikely worst murderers deterred typically psychopaths dubious sanity incapable rational behaviour sometimes taking lives immediately crime hungerford dunblane massacres certain criminals drug traffickers may deterred clear option defined risks person violent argument partner give second thought happen heat moment pick carving knife	argument
1852	marijuana causes white women seek sexual relations negroes entertainers others	argument
1853	surely hold diseases birth defects bad children	argument
1854	addict family mowrey added	argument
1855	first factory opened	non_argument
1856	supreme court invalidated state laws abortion nothing less application morality one believes person born	argument
1857	animal cloning possible since dolly sheep born human cloning long considered nearly impossible unethical	argument
1858	recorded information understood king one uncertainties franks	non_argument
1859	longestliving names name accidentally transferred north map makers	non_argument
1860	tesla study electrical engineering	non_argument
1861	comic situations day means atlantic wide newfoundland	non_argument
1862	maintains four elevations toluca greater mexico city original debt cancelled	non_argument
1863	ottawa river	non_argument
1864	diversity ranging nuclear decay create lighter elements primarily hydrogen nuclear fusion lighter elements	non_argument
1865	registered portion universe dictator began	non_argument
1866	teach discipline though many jobs require uniform others	argument
1867	rock roll drummers like drumheads	non_argument
1868	number elementary entities mole substance known	non_argument
1869	marijuana used alleviate lot medical ailments	argument
1870	atoms militants including trade unionists students journalists marxists	non_argument
1871	event marked end old portuguese period	non_argument
1872	gold discovered overseas indian communities alaska site	non_argument
1873	course people get past things deep permanent scars never away better avoided	argument
1874	conclude death penalty deterrent effect crime including murder	argument
1875	temperatures associations influence feelings things cognitivism	non_argument
1876	length south mexico	non_argument
1877	cancer collective pride national selfdeification communication takes two forms	non_argument
1878	central america come three dimensions managed	non_argument
1879	estimates conclude somewhere people lost lifes chernobyl aftermath million ukrainians still struggling health problems related nuclear waste	argument
1880	bucharest metro opened	non_argument
1881	execute innocent person morally reprehensible risk take	argument
1882	according economic policy institute leftleaning think tank less receiving minimum wage fulltime workers	argument
1883	nothing wrong family planning	argument
1884	border norway	non_argument
1885	reasonable necessary society outlaw certain choices	argument
1886	generation design cobol since	non_argument
1887	minimum wage grown rate cost living today	argument
1888	language evolution per year dutch bahia pernambuco	non_argument
1889	sexual frankness event physicians every inhabitants amounted	non_argument
1890	key create safer cheaper smaller nuclear modules widespread power supply	argument
1891	another distinguishing feature malay include indonesian malay	non_argument
1892	widespread gun ownership guarantee tyranny	argument
1893	involved scientific efforts academics mexican population	non_argument
1894	religions believe life sacred	argument
1895	economists federal reserve bank chicago predicted rise federal minimum wage increase aggregate household spending billion following year thus boosting gdp leading job growth	argument
1896	uniforms reduce one ability choose clothing fits individual comfort needs	argument
1897	fact remains outright attempt take arms tens millions american gun owners almost certainly result second civil war	argument
1898	feet spurred major expansion recent years tampa	non_argument
1899	marijuana use may simply embolden experiment	argument
1900	estimated million illegal abortions	argument
1901	old many farms decreased homesteaders filed claims	non_argument
1902	dark overall average daily temperatures	non_argument
1903	nonmotile gametes given region long periods time qualia subjective experience	non_argument
1904	sliced beef million tonnes basic inquiries public sphere	non_argument
1905	remains small message transmitter encodes message	non_argument
1906	causes climbing kneading aesthetic recreational purposes even	non_argument
1907	substantial development takes place even within first weeks	argument
1908	need less government makes lot less expensive neighbors pay taxes means put take	argument
1909	rare plant contains essential amino acids	argument
1910	nuisance caused powerful odor mature marijuana plants already striking california municipalities	argument
1911	precolumbian afarensis homo erectus habilis ergaster	non_argument
1912	system brings pot trade already thrives let recall dangerous criminal shadows open	argument
1913	review concluded known beyond doubt cannabis acts component cause psychosis	argument
1914	cbo report estimates increasing minimum wage hour loss jobs total jobs	argument
1915	smaller minimum wage hikes past n’t damaging uncharted territory	argument
1916	railroad links forming information relation dictionaries concept algorithmic	non_argument
1917	many criminals purchase guns legally use commit crimes	argument
1918	macroscopic physical properties large carnivores	non_argument
1919	overwhelming conclusion years deterrence studies death penalty best deterrent sentence life prison	argument
1920	liberal standpoint fukuyama worries equality inequality designed people genes	argument
1921	nuclear power recognized cheapest form energy production power supplied subject fluctuation whole range issues supply demand acquisition stock trading political instability source countries	argument
1922	cases defendant later proven innocent	argument
1923	shared aircraft traffic region nearest pragmatic sanction founded	non_argument
1924	foreign lawyers stopped butte september calcutta however	non_argument
1925	finally research possible decrease number embryos created single embryo	argument
1926	abortions woman victim rape incest pregnancy endanger life expects handicapped deformed newborn rather abortions men women want baby sexual intercourse facing pregnancies plan want	argument
1927	town charters quebec honourable théodore robitaille	non_argument
1928	conditions thereafter ocean cat population protect	non_argument
1929	return dynamic interactions pioneer countries social environment factors	non_argument
1930	denmarks northern mercator anatomist andreas vesalius herbalist rembert dodoens mathematician	non_argument
1931	human cloning think another replica another human clone begins develop different experiences second opens eyes	argument
1932	lancet study found regions restricted abortion access higher rates liberal areas restricted regions much higher incidence unsafe abortion	argument
1933	bigtime business people richard branson accomplished much debilitated killer drug	argument
1934	asexual reproduction suboptimal human species george johnson	argument
1935	also states victims services administered independently part prosecutor office leaders victims services community develop protocols serving victims families oppose death penalty	argument
1936	believe boosting energy efficiency renewable energy meet needs	argument
1937	number dam learn worker teach baxter	non_argument
1938	outsiders belong campus easily identified thus pose great threat students	argument
1939	workers suddenly receiving per hour might less inclined college seek specialized job seen pay increase span years	argument
1940	watt gentleman greatly respected prominent men industrial revolution	non_argument
1941	plain border control methods measured partial alternate rising	non_argument
1942	iron age major economies energy observable psychological	non_argument
1943	although cost viewed reasonable middleclass welltodo families cost burden lowerclass families	argument
1944	wilmut colleagues described high rates fetal retardation cardiopulmonary defects pregnancy failure seeing pregnancies involving cloned offspring	argument
1945	currently existing ads etc nonprofit organisations activists may developed	non_argument
1946	myth increasing minimum wage cause people lose jobs	argument
1947	coptoegyptian consist debate become one printonly era	non_argument
1948	ford need extra work pay college	non_argument
1949	established lasting planets newton also developed calculus mathematical foundations	non_argument
1950	least voices within movement insist soaring global demand energy makes imperative climate change advocates fully embrace atomic power	argument
1951	indiana execution five jolts required assure death william vandiver	argument
1952	egypt bordered gaza strip	non_argument
1953	despite reported benefits mandatory uniforms controversial lot parents students n’t like idea forcing children dress alike say suppresses freedom expression	argument
1954	cabot visited sandfields sandseas piled	non_argument
1955	marijuana currently accepted medical use treatment united states schedule drug bought sold possessed used without violating federal law	argument
1956	create jobs people money pockets spend businesses	argument
1957	gun control laws needed protect women domestic abusers stalkers	argument
1958	prevent derangement photographs interconnected	non_argument
1959	many interpret death penalty violating restriction	argument
1960	prevent	argument
1961	classified mexican satellite system extremely rare	non_argument
1962	state centered height equator northern north pacific southern hemispheres sightings	non_argument
1963	channel air reason journalists traditionally relied individual initiatives organize miners gave	non_argument
1964	began driving toward nearby junior high continue shooting spree assistant principal high school joel myrick aimed pistol kept truck woodham causing veer road	argument
1965	reality vast majority women abortions either already devoted moms	argument
1966	tampa board central connecticut state university seattle also	non_argument
1967	determine users two people animals normally fulllength	non_argument
1968	frugal gourmet tissues stitched arises science prescientific forms	non_argument
1969	played ottomans united states estimated	non_argument
1970	land ceded lake sevier lake westcentral utah sometimes	non_argument
1971	guarantee success cloned human organ accepted body even personal cell immune system may reject duplication	argument
1972	replace early balling creator axis powers month woodstock featuring	non_argument
1973	way california effectively eliminate black market marijuana according pacula take away substantial profits market allow price marijuana fall amount close cost production	argument
1974	work operators across united states helping navigate complex regulatory environments around industry helping set professional compliant operations	argument
1975	business services public goes war	non_argument
1976	statistics show guns make people safer thus progun argument demonstrably untrue face	argument
1977	yet california proposition n’t even include dui standard	argument
1978	industrialized example presented christians denmark	non_argument
1979	hand fewer crimes committed increase number inmates death row executed year	argument
1980	card krueger analyzed results natural experiment found evidence raising worker pay killed jobs	argument
1981	conditions commonplace questions human morality defining concepts quilombo	non_argument
1982	soldiers done retreat variety	non_argument
1983	man playing god create people unable feel empathize	argument
1984	bransfield likes concept school uniforms lets kids know ’re school time business fashion show said bransfield worked malden public school system years	argument
1985	distilled party ndp described egypt time herodotus around hdt	non_argument
1986	i–o appeared isolated community nenana southwest fairbanks nome	non_argument
1987	counterrevolutions alan block masters paradise new brunswick london	non_argument
1988	front psychological theories inform research chicago	non_argument
1989	remedied scandalous state present system capital punishment cast pall shame society years come	argument
1990	chinese study published peerreviewed indian journal cancer found association breast cancer history abortions	argument
1991	put plainly country consumes video games distributed across much developed world n’t subset violent american video games sterilized foreign video games yet far higher levels gun violence country	argument
1992	present highest recorded average annual growth associated	non_argument
1993	rule utilitarianism born per woman despite days paper	non_argument
1994	measure approved contains automatic costofliving adjustment clause put current minimum wage january	argument
1995	universitycommerce threeyear terms current governor steve bullock	non_argument
1996	osgoods massive crosscultural studies evaluation potency activity found	non_argument
1997	maybe people guns kill many many people guns guns designed kill many people possible	argument
1998	nuclear power banned austraila meltdown happens kill tens thousands people	argument
1999	dürer johannes cárcova eduardo sívori realism fernando fader	non_argument
2000	national franchise chains often rebranding jazz musicians	non_argument
2001	congressional budget office cbo nonpartisan federal agency evaluated proposed antiabortion bill ban abortions nationwide weeks pregnancy found resulting additional births increase federal deficit million nine years due increased need medicaid coverage	argument
2002	release actions included challenging stigmatisation nice people take drugs advertising campaign	argument
2003	people brutalized see daily	argument
2004	miles john ashbery eliots first professionally published poem	non_argument
2005	justice blackmun casey opinion illustrates equality arguments concerned gender assumptions shape abortion restrictions even genuine concern fetal life present	argument
2006	indeed upon analysis one realizes argument human cloning achilles heel argument concludes morally wrong give birth human clone fortiori argument wrong give birth identical twins	argument
2007	state lan wireless client connects microsoft developer network	non_argument
2008	stateschool reformers cited research support policies linked private catholic school success	argument
2009	weapons arsenal decommissioned except chandrasekhar raman india salam	non_argument
2010	always follow divination chemistry physics scholars disagree	non_argument
2011	salts states along colorado	non_argument
2012	scheduled chartered legal executive working hub repeaters work	non_argument
2013	danger demonstrated november labor caucus initiative cabinet gave goahead roxby downs potentially largest uranium mine world	argument
2014	found minimum wage increases followed decreases employment	argument
2015	never personally believed form death let alone execution either instant painless method capital punishment modern civilised society use	argument
2016	otomi pressure wind precipitation atmospheric particle count unique	non_argument
2017	japanese language island	non_argument
2018	long past time repeal version prohibition	argument
2019	downfolds medal diamond ball americas championship early japan lacks significant domestic	non_argument
2020	making everyone wear school uniform infringes goes rights misuse authority	argument
2021	balanced rules ionic compounds proportions atoms	non_argument
2022	inmates murdered prisoners vast majority killed death penalty jurisdictions	argument
2023	bank problematic predict election results president jimmy carters papers preparing	non_argument
2024	denotes kruse jensen jacob grimm name means joy	non_argument
2025	yes want make sure accountability crime effective deterrent place however death penalty message killed one kill	argument
2026	paid sick leave also part statewide initiative gradually raise statewide minimum wage hour next four years passes	argument
2027	death penalty proponents argue erratic quality capital sentencing system racial bias characteristic criminal justice system generally	argument
2028	texas southern university study found school discipline incidents rose introduction uniforms	argument
2029	japan small rodents emerge new data observations	non_argument
2030	worker pay jumps yearly earnings move per year hour week	argument
2031	since minimum wage indexed inflation systematically increase proportion changes costs living	argument
2032	two times εὐρώπη eurṓpē popular attraction among visitors supreme law	non_argument
2033	know nonemergency elective medical procedure considered controversial ascribe authority responsibility parents patient minor	argument
2034	larch crusades definition lake may encountered	non_argument
2035	happens virtually impossible control embryos used	argument
2036	technologies also dramatically expand range choices individuals make reproduction allowing single individuals children without involving husband wife allowing couples individuals choose children possess specific set genetic properties using dna exceptional individual	argument
2037	profit margins large companies experience easily withstand increase wages without pass consumer	argument
2038	term assault weapon conjured antigun legislators scare voters thinking firearms something horror movie colt springfield labeled assault weapons rifles used marksmanship competitions united states	argument
2039	berger comment one constitutional law scholars supports gun control vastly oppose happily produce many like require	argument
2040	mesosphere carlos slim government promoted active diplomacy africa	non_argument
2041	among africanamerican voters oppose juvenile death penalty	argument
2042	lunchbox boxed lunch bento prepared cuisine loan words language	non_argument
2043	parts economic costs mitigating bad effects molecular oxygen sugars	non_argument
2044	semiautomatic weapons intended military use business hands civilians either selfprotection sport	argument
2045	true school children shirts feel like little workers less like football fans	argument
2046	murderers get prison early murder	argument
2047	companies able absorb increased labor costs others thin profit margins might cut workforce raise prices	argument
2048	film editing immigrants inculcate moral values series	non_argument
2049	oftquoted improvements school safety student behavior long beach unified school district may resulted introduction school uniforms	argument
2050	history culture winds blowing across network signal cleans	non_argument
2051	several centuries traditional means high	non_argument
2052	least one doctor writes prescriptions tiny hut beside venice beach boardwalk	argument
2053	training brings together various novel ideas hopes political prisoners	non_argument
