	sentence	annotation
1161	advertising can be very expensive and not every advertising campaign can be done successfully and brings good results	argument
1162	advertising is believed by many, a financial burden to businesses	argument
1163	I find myself aligned with opponents of the usages of nuclear power	argument
1164	nuclear power may appear silver bullet for energy crisis but its disadvantages far outweigh the advantages	argument
1165	pursuit of nuclear technology one way or the other leads towards atomic weapons	argument
1166	Last century has witnessed the horrors of such weapons	argument
1167	If each country pursues the fusion and fission process some of them may try to mold it for military usage	argument
1168	even civil usages of atomic power pose a dire threat of radio activity	argument
1169	recently there has been an incident in which an atomic power house leaked tons of radio active material into air when an earthquake hit the surrounding area	argument
1170	This unfortunate event proves that no matter how much careful we are such accidents are inevitable	argument
1171	Safely getting rid of nuclear waste is a daunting task and there has not been any permanent solution of it	argument
1172	while generating energy from any source be it hydro power or oil there always is some wastage and so is the case with nuclear power	argument
1173	This waste is many times more lethal to our environment than any of the other hazardous material	argument
1174	giving those with no work a mobile phone each is a total waste of money	argument
1175	providing those who are jobless with mobile phones that are accessible to internet is not a proper and the best way to trim down the rate of unemployment	argument
1176	when people without jobs have hand phones that have access to the Internet, they will be able to browse the net for more job opportunities	argument
1177	if the government provides those without work with a mobile phone, they will be able to find themselves an occupation in order to live and survive	argument
1178	they can surf the The Star Onlines' work section to find a job that is suitable for them	argument
1179	With the help of the net, they can also do more research on the work that they have found apart from looking up on how they can prepare themselves for the job	argument
1180	the mobile phones can also be used to make calls with the companies in which they would like to work with	argument
1181	supplying hand phones to the unemployed is a waste of the taxpayers' money	argument
1182	the money can be used for other intentions rather than giving hand phones to the unemployed	argument
1183	the money instead of being used to supply the electronic gadget can be used for other useful purposes for the country	argument
1184	the money can be used to build more amenities for the public or given to the poor so that they can use it to help them earn a living	argument
1185	when hand phones are provided for free, many would want to take advantage of this opportunity	argument
1186	It will not be surprising that in order to obtain a mobile phone, they make themselves jobless	argument
1187	Some might even go to the extent of lying that they are on unemployment to make them eligible to get the phones	argument
1188	the public's money is spent worthlessly	argument
1189	till now, there are no surveys or evidences that prove this method in effective in reducing the rate of unemployment	argument
1190	CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace	argument
1191	CCTV cameras are essential and therefore must be installed in every premise	argument
1192	This is chiefly to shield oneself from being harmed by any intruders or robbers	argument
1193	privacies are lost with the use of these cameras	argument
1194	safety should be put first in order to be safe	argument
1195	CCTVs must be put in all workplace so that crime rates can be minimized	argument
1196	by having CCTV cameras at workplace, crimes such as robbery can be trimmed down	argument
1197	when a shop is attacked by thieves, the clips taken by these cameras serve as a source of evidence to help the thieves to be traced	argument
1198	in Malaysia, policemen used the videos captured by the CCTV cameras to trace and successfully catch a group of robbers who broke into a Seven Eleven shop during the midnight	argument
1199	as the employees know that they are under constant surveillance, they will less likely steal from the shops	argument
1200	the installation of CCTV cameras may help the employees escape this situation	argument
1201	these cameras can help to provide some form of protection to the workers against the customers	argument
1202	the customers know very well that their conversations are recorded	argument
1203	at some offices, employees are often required to handle angry or frustrated customers	argument
1204	face-to-face interactions with an annoyed customer can put the employee in physical danger	argument
1205	Those opposing the CCTV systems feel that their privacies are invaded with the constant monitoring of the cameras	argument
1206	one must realize that safety is of paramount importance compared to privacy and prevention is always better than suffering from the consequences	argument
1207	opponents of this system should try to comprehend the situation and take actions to prevent themselves from being victims of crime	argument
1208	the videotapes can used to determine what actually took place and further actions can be then taken	argument
1209	big cities can be a good place for bringing up children	argument
1210	Today's children needs somethings to entertain them, and occupy their leisure time in the best way	argument
1211	it is a good idea for children to past their first earlier life in the cities	argument
1212	Children who live in cities have a lot of entertainment	argument
1213	they can learn a lot of things by watching television and surfing through the net	argument
1214	they can exchange their knowledge, they can learn different cultures	argument
1215	countrysides have some advantages such as fresh air, peace, and etc	argument
1216	education is better in big cities in comparison with countrysides	argument
1217	in my country the best schools, universities and institutes are located in cities, and todays education is one of the most important parts of our children's life	argument
1218	it is acknowledged that a large number of creational facilities are built in cities	argument
1219	playgrounds, parks, science museums, cinemas etc	argument
1220	in countrysides we hardly ever see creational facilities	argument
1221	Children who live in countrysides most of the time pass their free time in farms	argument
1222	in big cities children access to media easily	argument
1223	Via internet they can have connection with the other children all around the world	argument
1224	I would prefer to work for myself, and have my own business	argument
1225	working for the other have some advantages	argument
1226	people that have their own business are more comfortable	argument
1227	They have more opportunities, profits, and authorities	argument
1228	there are a large number of opportunities in privat works that you cannot find them when you work for the others	argument
1229	In your job you can be boss of yourself; however, in the other jobs someone else are your boss	argument
1230	You always have to be responsible for your task, and it make a stressful situation that I never like it	argument
1231	when people work for themselves they make more profit for themselves, but in the other jobs you make profits for the other such as your manager	argument
1232	nowadays most of them pick up this profit without sharing a small sum of it with their workers, and from my point of view it is unfair	argument
1233	there are some authorities in privat jobs that workers are always looking for them while they are working for the others	argument
1234	When you work for yourself you can punch in and punch out whenever you want	argument
1235	Sometimes some occasions happen to people for example a disease, sticking in a traffic jam and sometime going on a vacation	argument
1236	For all of them we have to ask for a permission, and most of the time we are not allowed	argument
1237	a defeated person has to try and try until to achieve her or his goal	argument
1238	people should not give up when they face with a failure	argument
1239	they have to learn new points from that failure, and they become more experienced	argument
1240	when people face with a failure they can learn a large number of things from that failure, therefore in the next effort they try to avoid doing and repeating that mistakes	argument
1241	most of inventors in the first phases of their job face with some problems and defeats, but in the next stages they learn how to deal with problems	argument
1242	experience shows while people doing a job constantly, they become more experienced in that subject, so in the final effort they become successful with the high percentile	argument
1243	scientists experiment a substance for a long time, after they gain lots of experience and knowledge about that subject they decide to make it final	argument
1244	human needs should be considered more	argument
1245	endangered animals are important	argument
1246	day by day population is increasing	argument
1247	human needs for food is increasing as well	argument
1248	nowadays humans need farmland, housing and industry	argument
1249	increasing population are more important than saving land for endangered animals	argument
1250	they do not need so much land that people need	argument
1251	the population of endangered animals are less than people's population	argument
1252	farmlands are vital for human life	argument
1253	We need farmland to grow crops such as wheat and corn, and there is no doubt that without food people cannot alive for more than some weeks	argument
1254	people need shelters to protect themselves from mother nature such as wind and flood and wild animals	argument
1255	Dwelling is one of the most important human needs after food which is undeniable	argument
1256	they need land to build their houses on it	argument
1257	some lands should be assigned to industry	argument
1258	human need some crucial things to continue their life, and most of them are industrial such as medicine	argument
1259	Todays life has some difficulty which become comfortable with the help of industry	argument
1260	although appearance is important	argument
1261	personality is the most important	argument
1262	We can never judge about a person with his or her appearance	argument
1263	the best way to judge about individuals' is to be familiar with their personality not with their appearance	argument
1264	we have to be aware to never judge with their appearance	argument
1265	there are people who play a role and cheat the other individuals with their playing	argument
1266	some people cheat their fiance before marriage by showing a cheerful face and well spoken; however, after getting marriage they show their real personality	argument
1267	One day in a cold winter while I was getting back to home from school I realized that I lost my keys, so I could not do anything before my parents getting back home	argument
1268	I have a neighbor who are old, black skin and frown and I had always panicked of her	argument
1269	She asked me to stay with her till my parents come, also she was great in hospitality and her behavior was unforgettable	argument
1270	there are some people who are black skin, fat and frown, nonetheless they might be a great person for leaving and colleague	argument
1271	I had to never judge with people's appearance	argument
1272	a universal language playing the dominant role in the international community is of vital significance to global people	argument
1273	a single international language plays a pivotal role in global economic cooperation	argument
1274	a single international language serves an economic purpose	argument
1275	As businessmen from different countries have access to the same language, they can communicate with each other more efficiently and deeply on trade, which can intensify the transnational cooperation	argument
1276	without the availability of the same language, there might be a chance that misunderstanding and conflicts would ensue over business negotiations, impeding collaborations between them	argument
1277	a universal language is an integral part of cultural communication and interactions	argument
1278	If people are equipped with a single international language, they can tell each other smoothly about their countries' specific cultures such as the traditional customs or the modern lifestyles, which enables people to expand their outlooks, viewing the world in new angles	argument
1279	when people travel to foreign countries, the local people can introduce the tourist attractions to such people with the command of the universal language, helping foreign visitors have an enjoyable exotic experience	argument
1280	a single international language contributes to global community in terms of economic and cultural communication	argument
1281	every country should by no means disregard the preservation of their own cultural heritage	argument
1282	a single international language may, to some extent, erode the cultural identity of a nation	argument
1283	people may be impressed by the cultural values brought with the universal language, eroding a sense of national belong	argument
1284	some Asians are seeking individualism, previously denied by many Asian countries	argument
1285	they have gradually identified with such values expressed in American movies, which are imported by the governments as a result of the proliferation of English	argument
1286	fashion trends have a more essential role to play in people's lives than personal dressing styles	argument
1287	people should, especially for ones lacking basic aesthetic knowledge, care more about fashion trends in lives as they can keep pace with the world's changes	argument
1288	creative design talents can value their own dressing ideas, developing their own fashion styles as they like	argument
1289	following fashion trends enables people to keep up with the world's latest transformations, which is of vital importance if we consider the fact that people are living in a global village today	argument
1290	When individuals keep the habit of grasping the world's cutting-edge fashion information, they are gradually changing their attitudes to viewing the world, which means they are more open to accept diverse voices from people around the world	argument
1291	if they stuck to their own fashion styles, disregarding the world's top fashion designers' achievements, they would stay conservative in their own worlds	argument
1292	they might fall behind shortly	argument
1293	people with inadequate aesthetic knowledge or poor originality develop their own senses of fashion when treasuring the latest fashion information	argument
1294	Without following fashion trends, such people would have a hard time choosing and matching clothes, let alone forming their own dressing styles	argument
1295	following fashion trends constantly may undermine individuals' personalities	argument
1296	Individuals purchase their clothes according to the latest fashion trends, which may result in the phenomenon that people would wear the same style of clothes	argument
1297	the world would look monotonous	argument
1298	as the privileged minority, wealthy nations have every reason to share their fortune with the poor	argument
1299	wealthy nations' offering in need is not only a moral deed, but also a worthwhile one which will one day pay off in other ways	argument
1300	Only those who sympathize with their fellowman can prosper in the long run	argument
1301	it is inhumane to watch one's fellowman struggle against famine and poverty without doing anything to help, especially when the onlooker takes no effort to do so	argument
1302	Compassion, a virtue preached in almost all religions from Buddhism to Mohammedanism, is what distinguishes us human beings from animals	argument
1303	such aid could also create a win-win situation	argument
1304	Underdeveloped nations no doubt receive direct benefits through such deeds	argument
1305	For developed nations, new medical problems may very well arise from the work in underdeveloped nations	argument
1306	related research is conducted accordingly to conquer the problem, promoting the development of the pharmaceutical industry	argument
1307	The potential market in those poor countries, most of which has a huge population, is also a thing worth mentioning	argument
1308	By building a good relationship with them, wealthy nations can not only broaden their global market, but also facilitate future international commerce	argument
1309	The underdeveloped nations, in return, may export local agricultural products, mineral products with discount to the former, boosting each other's economy	argument
1310	It is a completely right and extremely wise policy to focus on health education and preventative measures rather than treatment	argument
1311	we should give more priority to health education and preventative measures than to treatment	argument
1312	reasonable attentions should be paid to treatment so that our citizens are always looked after with best services	argument
1313	Health education causes long-term positive effects on our next generations	argument
1314	Preventative measures will help improve general health state of all citizens	argument
1315	thank to a full health education from their childhoods, children will have good habits of taking care of their own health and these habits may be kept in their adolescences	argument
1316	if a child is educated to have a hygienic lifestyle at a very young age, he also keeps it when older	argument
1317	health education will prepare for people especially children necessary knowledge to protect themselves from risks of diseases	argument
1318	Instead of afraid or panic, they may be calmer if unfortunately committing some normal diseases such as allergy or illness in seasonal changes	argument
1319	Many diseases which may be cured easily can turn to serious ones if we do not have right treatment	argument
1320	Health education will help people to have right choices of treatment to recover more quickly	argument
1321	vaccines will guarantee that pregnant women and their babies are protected from serious infectious diseases such as flu, smallpox, rubella so on	argument
1322	When huge injection campaigns are organized throughout our country, the community's health state will be improved remarkably	argument
1323	human resources play a key role in the development of a country	argument
1324	investing money to enhance the general health state is a totally right decision	argument
1325	the cost of treatment is often much higher than that of prevention	argument
1326	the government can save a lot of money for our country's health budget	argument
1327	news media not only brings people entertainment, but also polishes up people' knowledge	argument
1328	the development of news media has been making great inroads into the lives of all people	argument
1329	the progress of news media is an advantageous development	argument
1330	It relaxes people with plentiful entertainment news	argument
1331	It enriches people's knowledge with worldwide information	argument
1332	It also positively affects the way people live in many other aspects	argument
1333	today entertainment is easier for people to enjoy than ever before	argument
1334	The fact is that such news media as televisions, radios, or newspapers are bringing many news on entertainment sector from all over the world to everybody	argument
1335	the popularity of news media is beneficial to human beings	argument
1336	People can sit in front of their televisions and watch whatever they want, from musical concerts to live football match	argument
1337	This is a convenient way of relaxation after hard work	argument
1338	news media help people broaden their knowledge	argument
1339	there is a strong likelihood that today people are able to know the world better	argument
1340	It is clearly seen that mass media provide people with a variety of global news on all fields, including political situation, economic change, global warming, and so forth	argument
1341	This is particularly essential when the globalization process has been permeating into all areas of society	argument
1342	the fast growth of news media is helpful for people worldwide	argument
1343	the juries should at least know something about the criminals before coming to a conclusion	argument
1344	the current way of the juries judging the case should be transformed and they should know the facts about the criminals they are dealing with	argument
1345	they will be able to give a better and reliable as well as a fair judgment to the convicted	argument
1346	it would be easier for the juries to make a decision if they know about the past information about the criminal	argument
1347	knowing their background very well will enable the juries to analyze the crime before coming up with a judgment	argument
1348	take a person who has not murdered anyone but is suddenly found to be guilty	argument
1349	The juries will be able to know weather the individual committed the crime intentionally or due to circumstances by knowing the facts about the person	argument
1350	punishment can be given in accordance to the condition	argument
1351	exposing them to the past records of the criminal can give them more room to think rationally and finally put the pieces together in order to produce a more meaningful decision	argument
1352	the juries will have a sense of relief that they have come up with better conclusion based on plenty of evidences	argument
1353	the convicted will also receive a fair action	argument
1354	juries are a group of people who have no or less knowledge regarding law	argument
1355	a fair trial can be achieved	argument
1356	when the background of the convicted is 'dug' deeper and is revealed to mass of anonymous people, his privacy is being jeopardized	argument
1357	If finally he is proven innocent, he may feel embarrassed to face the public	argument
1358	the crimes done by criminals should be brought to light and the public should be aware of it so that they will not become a victim as well	argument
1359	popular sports events can help reduce international tensions remarkably and promote national prides safely	argument
1360	international sporting occasions are not only one of the effective solutions to tensions among nations but also a stimulant for releasing patriotic emotions safely	argument
1361	they can improve their results, break records and bring victories to their own countries	argument
1362	sport events with the spirit of healthiness, honesty and fairness can help strengthen understanding, friendship and solidarity among nations	argument
1363	sport events help to wake up love and responsibilities strongly in each citizen	argument
1364	sports events are good chances for excellent athletes to meet and learn valuable experiences from one another	argument
1365	a large number of people will gather in the host city for sport events	argument
1366	there are many good opportunities for discovering different cultures	argument
1367	After sharing competitive but interesting moments in each competition, the competitors often shake hands friendly and congratulate the winners, which can lead to an improvement in the relationships among nations	argument
1368	sporting occasions play an essential role in raising patriotic emotions in both athletes and spectators	argument
1369	Seeing national flags be honored may be the most emotional moments to each athlete	argument
1370	The athlete also seems to be more aware of his responsibilities and he wants to contribute more to his beloved country	argument
1371	When witnessing our national flags flying proudly among others, many of us can stop hiding our pride and happiness	argument
1372	when Vietnam became the champion of SEAGAMES for the first time in 2008, a festival atmosphere permeated into the streets	argument
1373	People from all ages turned out to the streets with flags, banners and they sang aloud songs of Ho Chi Minh President	argument
1374	The eager atmosphere lasted many next days	argument
1375	some hooligans were so excited that they took part in motor racing or using fireworks illegally	argument
1376	the hooligans only took a minority of people	argument
1377	the benefits of children engagement in paid work outweigh its drawbacks	argument
1378	if children take part in some kind of paid work with their parents' permission, they can learn lively lessons and become mature and responsible	argument
1379	they are likely to understand their parents' hardship, to respect values of money and to form a good habit of saving	argument
1380	children can learn about the hardship of earning money	argument
1381	When they take some kind of paid work such as looking after babies, doing housework and keeping shops, they will have some life experience and skills which make them mature and can deal with many different situations in real life	argument
1382	when children take jobs, they tend to be more responsibl	argument
1383	whether they can earn money or not will depend on their effectiveness and attitudes in working	argument
1384	To keep their jobs, children will have to try their best to finish their duties	argument
1385	if a child works as a shop assistant, he will have to keep an eye on good and products, calculate prices correctly and take responsibilities for any lost	argument
1386	children will be more material, neglect their study for earning money or be exploited by the employers	argument
1387	if children get good care and instructions from their parents, they can take advantages of the work to learn valuable things and avoid going in a wrong way	argument
1388	I would agree to idea of taking a break before starting higher education	argument
1389	Students who take break, gain lot of benefits by traveling around the places or by working	argument
1390	They tend to contribute more due to their real world experiences which makes them more mature	argument
1391	Experience gained through traveling to different places, meeting different people and even at job goes long way	argument
1392	It not only enhances the confidence of a student but also makes them independent	argument
1393	Student's who works tend to gather better financial resources which they can rely on during their university studies	argument
1394	This experience also makes them aware of what they would like to make of their life	argument
1395	They develop broader view and can make a better choice of their future studies or courses	argument
1396	They might even find it difficult to adapt to education environment	argument
1397	There is also a risk of student never going back to university or higher education	argument
1398	Probably some might take some short term courses instead of proper and complete university education, which will help them to get a better job and salaries	argument
1399	This might only help them in a short run as it is a known fact that to make a reasonable career in longer runs, one needs a proper and higher qualification	argument
1400	Once student's starts earning, they might not like to go back to studies where they would lose their financial independence	argument
1401	Taking a break not just has benefits but it also comes with some negative impacts	argument
1402	one can also shine without even having to attend universities	argument
1403	it would be wrong to say that one's success completely depends on the education he or she receives at the institutions	argument
1404	it is indeed true that university education is pivotal in a person's life in order for one to prosper	argument
1405	it is certainly true that university education is of paramount importance for certain professions such as doctor, engineer and lawyer	argument
1406	Without proper training and knowledge, it would be impossible for them to perform their best in their careers	argument
1407	Not only that, when they are in a university, they will have the opportunity to share their knowledge as well as to network for business associates and partners	argument
1408	This can benefit them in future when they intend to open up their own companies or hospitals	argument
1409	there are also a significant number of people who are very successful in their fields without going to university	argument
1410	Take for instance those who start their own business	argument
1411	These people depend solely on hard work and luck	argument
1412	for some of them it proved to be a profitable job	argument
1413	Michael Dell who is the founder and the CEO of Dell left college at 19	argument
1414	he started his computer company in his college dorm room	argument
1415	he used his earnings as well as his family's loan in order to progress to be who he is now	argument
1416	people with natural talents are also most likely to excel in their life	argument
1417	individuals born with talents have also a high chance to be successful	argument
1418	This is especially true in sectors like entertainment and sports	argument
1419	The introduction of increasing number of reality shows have made it possible for all those lucky ones to triumph	argument
1420	David Archuleta who was once a nobody has now taken up a large space in hearts of many	argument
1421	the right age for a person to retire should be around 60 years old	argument
1422	strongly agree that age should be set as a criterion for people to retire at the aforementioned age	argument
1423	if senior workers dominate the working sector, there will be lesser job opportunities for the fresh graduates	argument
1424	most of them will be forced to take up careers which are poles apart from what they had studied for	argument
1425	a medical graduate might find it very disheartened when he had to spend around five precious years studying medicine and at the end of the day, he will have to take up another profession rather than doctor due to the insufficient job opportunities available	argument
1426	due to the lack of genuine passion on the work which was not of their option, there is a greater possibility for their performance standard to dwindle at their workplace	argument
1427	it would indeed be better if at an older age, opportunities are given to the younger ones	argument
1428	not all elderly workers are physically well	argument
1429	Beyond that age, a large proportion of them have an elevated chance of contracting a multitude of health problems such as stress related diseases and cardiovascular illnesses	argument
1430	the stressful life that an aged teacher goes through will definitely take a toll on him	argument
1431	they will not be able to give their best in whatever they are doing	argument
1432	the academic institution will have to pay for his medical bills, resulting in more loss for the institution	argument
1433	it is indeed evident that age limit should be set for retirement	argument
1434	the expertise of the senior workers who had retired should never be underestimated	argument
1435	Their invaluable experiences and knowledge in their respective fields such as engineering, medicine, and law can certainly be beneficial to the younger generation	argument
1436	it is highly recommended that the retiree come over to the companies or hospitals to have regular sessions with the present staffs to bridge the gap between them and to pass on their knowledge	argument
1437	public museums and art galleries will still be necessary	argument
1438	we can see the art works and historical objects online	argument
1439	the Internet really brings them convenience	argument
1440	pictures online are only limited to a screen size	argument
1441	the exhibits in museums or galleries are all life size and visitors can get a more direct felling	argument
1442	we still need museums and art galleries	argument
1443	computers can be introduced to museums and galleries in order to help visitors to know more about the art works or historical objects	argument
1444	only when we see the real mummy, can we experience mystique	argument
1445	Most people nowadays prefer to use the Internet to search for art work	argument
1446	We can browse the art work from all over the world at home	argument
1447	people may not get a spiritual experience	argument
1448	In order to help visitors to learn more about the exhibits, museums hold various activities which make visitors be part of what they are seeing	argument
1449	at American Museum of Natural History, you can make a bone-by-bone reproduction of the museum's stegosaurus	argument
1450	at Museum of Art in New York, you can look at 17th century instruments while listening to their music	argument
1451	"While if you ""visit"" the museum online, you may not able to get this kind of experience"	argument
1452	Seeing an art work on computer screen is not the same as you watch it by your own eyes	argument
1453	you can't see the texture of the artwork which is very important to study the skills used by the artist	argument
1454	not all the details of the artwork can be shown on the computer screen	argument
1455	Some details might be dim	argument
1456	the resolution ratio of the screen is not high enough	argument
1457	These may influence the comprehension of the art work or historical objects	argument
1458	past behaviour determines the future actions	argument
1459	complete data concerning the history of a sued person creates more opportunity for jury members to build an overall picture of defendant's personality	argument
1460	past record might be useful to decide whether a person was able to perform a certain type of crime when it concerns serious crimes, such as kidnapping or a murder	argument
1461	in order for the jury to come up with an objective decision not depending on the past experience, the court should provide with details relevant to a particular case only	argument
1462	a defendant with number of past crimes has more chance to be found guilty compared to a person with no or lighter criminal record	argument
1463	Innocent suspects, eventually, can face unfair juridical decision and pay twice for their previous inadequate actions	argument
1464	I am skeptical about disclosing the defendant's history to the jury, with intention to avoid subjective and probable inaccurate verdict	argument
1465	I strongly support the current laws of Great Britain and Australia, and would not change the regulations on keeping the jury unaware of past actions	argument
1466	the Internet will pave way for a more accessible and convenient learning	argument
1467	I would like to reiterate the necessity of the Internet in learning process	argument
1468	the Internet is an adequate source of academic information, which will potentially fulfill the needs of university pupils	argument
1469	Nowadays, not only are lectures available online, it is also applicable to find reference e-books as well as multi-aspect documents on the cyberspace	argument
1470	the Internet has grown to become the largest virtual library ever	argument
1471	with the use of the Internet, distance and time seem to be no more a hindrance	argument
1472	College students can save their time browsing for necessary information through the web instead of spending hours wandering in bookstores or libraries	argument
1473	the Internet offers a more effective and practical method of studying	argument
1474	While virtual flowcharts and animations may simplify complicated scientific processes, Google and Wikipedia are always accessible for detailed responses to every query	argument
1475	the Internet will become an indispensable part in academic training	argument
1476	This fairy tale turns out to be true thanks to technical and internet advances	argument
1477	Have you ever imagined what it would be like to stay at home and attend a lecture by a famous speaker in Finland simultaneously	argument
1478	the Internet have several drawbacks which can affect the education system negatively, for instance internet abuse and black webs	argument
1479	these problems are mainly triggered by students' wrong approach towards the Internet not the Internet itself	argument
1480	what we are to do is a change in learners' attitude not an elimination of the Internet from academic study	argument
1481	I disagree with reducing the cost of medicines, which may exacerbate their qualities	argument
1482	The reduction in cost of medicines therefore shows the sign of humanity	argument
1483	If people in poorer countries gain access to these drugs, their health situations may be better	argument
1484	more lives will be saved by the use of effective medicines	argument
1485	The medical industry in developing countries is incapable of producing high-quality drugs	argument
1486	With advanced technology, the developed world has achieved remarkable breakthroughs in making medicines, which can cure a variety of serious illnesses	argument
1487	there are other measures to improve the situation	argument
1488	It is advisable for the government to encourage medical production by supplying land for building factories and reducing part of the taxes	argument
1489	charitable organizations can buy medicines from developed countries and distribute to the undeveloped world for free	argument
1490	the current cost of medicines is , in fact, reasonable and based on the medicines' effectiveness	argument
1491	the process of researching, testing and producing drugs in masses costs a substantial amount of money	argument
1492	these products prove to ensure human health completely	argument
1493	the measure cannot be adopted, otherwise those companies will go into liquidation	argument
1494	Suppose companies were forced to reduce the cost of drugs, they would make no profit, even running up debt because of production expenditure	argument
1495	the effort to prohibit people from smoking in public area is certainly helping in curtailing the associated health risks and to create a healthy nation	argument
1496	the move will do more good by looking at the quality of health and image of a nation in long run	argument
1497	the number of fatality can be significantly reduced if a total ban on public smoking is implemented	argument
1498	it is well known and clinically proven that smoking is extremely hazardous to the smoker and others who have been exposed to the fume over a period of time	argument
1499	Recent death statistic released by the Malaysian Ministry of Health shows that the top killer was lung related diseases caused by smoking	argument
1500	A large proportion of death involved second hand smoker particularly young children and pregnant women who were vulnerable to these lethal diseases	argument
1501	the image of a healthy nation can be promoted when government restricts public smoking by imposing stern penalty to the offender	argument
1502	This example shows the benefit of restricting public smoking to a country as a whole	argument
1503	the Brunei government had recently enforced a law against smoking in public areas such as cafés, hospital and shopping street	argument
1504	This step has curbed down the numbers of smokers in the country and as a result, Brunei remains a place known for its tranquility and cleanliness	argument
1505	concerns to save Earth are vital	argument
1506	rapid development of infrastructure is eating most of the forest throughout world	argument
1507	Earth is our home and it should be protected	argument
1508	The so-called Concrete jungles have evolved endangering forests and wild life	argument
1509	life saving oxygen is produced by trees after converting harmful carbon dioxide gas	argument
1510	wild life is very essential to maintain ecological balance on planet Earth	argument
1511	large emissions of carbon monoxide gas from refrigerants like air conditioners have depleted ozone layer	argument
1512	Importance of ozone layer is evident by the fact as it protects us from harmful ultra violet rays	argument
1513	excess emission of carbon dioxide gas mainly by vehicles around the world has increased the average temperature at north pole which in turn has increased water level due to gradual melting of glaciers	argument
1514	either industrial waste or domestic waste produced everyday is badly polluting the planet Earth	argument
1515	a large amount of unnoticed industrial waste released in oceans effects aquatic life to a large extent	argument
1516	Harmful chemicals present in industrial waste kills lot of sea creatures in oceans or rivers	argument
1517	it would generate a sense of discrimination among different age groups and increase the government financial pressure accordingly	argument
1518	they have been instilled and imparted the most updated knowledge and skills at universities	argument
1519	fresh graduates are likely to bring a number of practical and applicable ideas to meet the current needs of the organisation	argument
1520	having a larger proportion of young adults could enhance the working effectiveness and efficiency	argument
1521	Compared with aged staffs, younger employees are often physically stronger and energetic which enables them to carry out heavy workload to meet the deadline	argument
1522	encouraging the workers to retire at age of fifty-five to release the positions for younger job seekers has some merits	argument
1523	the introduction of the early retirement has some benefits	argument
1524	From social perspective, massively forcing the early retirement would be one of financial burden to the local government	argument
1525	sufficient pension payments and regular medical care should be given and arranged for the senior citizens after they have been imposed to terminate their employment permanently	argument
1526	sacrificing the senior members to save the young workers poses several negative influences	argument
1527	From personal level, it fosters a sense of unfairness between the older and younger generations	argument
1528	every person within the business enterprise has the rights to proceed their work as long as they are capable of doing it, disregard the age and physical capacity	argument
1529	the government should regulate the correct amount of violent and sexual content and censor the culturally unsuitable information	argument
1530	it should increase the level of control to protect the public against inappropriate contents and unsuitable foreign cultures	argument
1531	One of the strong arguments in favour of tighter media control is to limit the violent and sexual content	argument
1532	They have a serious impact on people in their puberty	argument
1533	an internet cartoon comedy called happy tree is extremely brutal, where the characters usually have their heads or limbs tear off	argument
1534	television companies import foreign programmes from time to time and audiences might accept their ideas which maybe otherwise not welcomed to local culture	argument
1535	A few years ago there was a Japanese game show which involved throwing cream cakes to the loser	argument
1536	This is actually very environmentally unfriendly	argument
1537	the government should disclose the information to the media in a timely manner, especially for disasters and outbreak of new diseases	argument
1538	Taking the SARS in 2003 as an example, the Chinese government limited the amount of information for public access which therefore causes numerous deaths	argument
1539	another perspective on this is to prevent the citizen from unnecessary fear and unrest	argument
1540	being a citizen involves in a number of duties, other than paying taxes	argument
1541	People in society must do more than paying taxes to contribute to their society	argument
1542	they have fulfilled their duty as a citizen	argument
1543	If people are paying taxes, that means they are taking part in the development of their country as well as the country's economy	argument
1544	Taxes are the income for every country in the world and they are extremely important for developing countries	argument
1545	the crime rate is reduced and society becomes a peaceful place, so the country will develop at a rapid pace	argument
1546	individuals of a country are responsible for many other things apart from paying tax	argument
1547	in order to develop a country, citizens must obey laws, which were imposed by the government	argument
1548	being a citizen in society should protect the country's culture and history	argument
1549	people should have knowledge about their own culture and history by studying at school with full concentration or reading them from books	argument
1550	a person has to unite with other people in the community so as to develop their nation	argument
1551	if people in society have a strong bond with each other, society will become a peaceful place, where people are helping and sharing to each other	argument
